GRIDCODE,CVENTMUN,POB  RURAL EN CELL,POB_TOTxMUN,Frur
57961,20079,1051,5775,0.18199134
57992,20141,1,2508,0.00039872
57993,20141,1,2508,0.00039872
57994,20141,5,2508,0.00199362
58001,7009,167,12242,0.01364156
58002,7009,215,12242,0.01756249
58003,7009,931,12242,0.07604967
58004,7009,6,12242,0.00049012
58005,7009,7,12242,0.0005718
58007,7097,5,35330,0.00014152
58008,7097,194,35330,0.00549108
58009,7097,4,35330,0.00011322
58010,7097,6,35330,0.00016983
58011,7097,6,35330,0.00016983
58012,7097,100,35330,0.00283046
58013,7097,2,35330,0.000056609
58014,7097,5,35330,0.00014152
58898,12023,949,12373,0.07669927
58899,20485,249,1609,0.15475451
58900,20485,173,1609,0.1075202
58902,20485,950,1609,0.59042884
58906,20507,1,647,0.0015456
58907,20482,26,18490,0.00140617
58908,20482,4,18490,0.00021633
58909,20482,2,18490,0.00010817
58910,20482,6,18490,0.0003245
58911,20482,241,18490,0.01303407
58914,20482,11,18490,0.00059492
58915,20482,4,18490,0.00021633
58916,20482,25,18490,0.00135208
58917,20482,2,18490,0.00010817
58921,20414,103,6031,0.01707843
58923,20090,6,1721,0.00348635
58928,20489,112,3722,0.03009135
58930,20489,445,3722,0.11955938
58934,20543,89,741,0.12010796
58938,20272,27,231,0.11688312
58939,20272,5,231,0.02164502
58942,20213,7,1508,0.00464191
58945,20364,623,8490,0.07338045
58946,20364,388,8490,0.04570082
58951,20159,3,4488,0.00066845
58959,20159,6,4488,0.0013369
58962,20059,17,17447,0.00097438
58963,20059,694,17447,0.03977761
58965,20263,4,1545,0.002589
58968,20533,197,632,0.31170886
58969,20533,210,632,0.33227848
58971,20059,35,17447,0.00200608
58972,20095,26,2794,0.00930566
58973,20059,122,17447,0.00699261
58974,20059,192,17447,0.01100476
58975,20154,517,1510,0.34238411
58989,20428,193,940,0.20531915
59017,20079,168,5775,0.02909091
59018,20079,11,5775,0.00190476
59019,20079,825,5775,0.14285714
59021,20248,749,5715,0.13105862
59023,20248,210,5715,0.03674541
59025,20248,722,5715,0.12633421
59026,20248,33,5715,0.00577428
59046,20141,1,2508,0.00039872
59048,20141,1,2508,0.00039872
59049,20141,1,2508,0.00039872
59050,20141,1,2508,0.00039872
59058,7009,1801,12242,0.14711648
59059,7009,2,12242,0.00016337
59060,7009,1452,12242,0.11860807
59061,7009,6,12242,0.00049012
59062,7009,2,12242,0.00016337
59063,7009,7,12242,0.0005718
59064,7009,2,12242,0.00016337
59066,7097,3,35330,0.000084914
59067,7097,10,35330,0.00028305
59068,7097,1,35330,0.000028305
59069,7097,4,35330,0.00011322
59070,7097,1,35330,0.000028305
59072,7097,63,35330,0.00178319
59074,7097,22,35330,0.0006227
59957,12023,7,12373,0.00056575
59958,20485,6,1609,0.00372902
59964,20507,29,647,0.04482226
59965,20507,3,647,0.00463679
59966,20482,27,18490,0.00146025
59968,20482,206,18490,0.01114116
59969,20482,522,18490,0.02823148
59970,20482,220,18490,0.01189832
59972,20482,73,18490,0.00394808
59973,20482,56,18490,0.00302866
59974,20482,7,18490,0.00037858
59975,20482,90,18490,0.0048675
59976,20482,108,18490,0.005841
59977,20482,307,18490,0.01660357
59978,20090,1013,1721,0.58861127
59979,20090,6,1721,0.00348635
59980,20090,5,1721,0.00290529
59983,20367,33,43,0.76744186
59984,20467,840,8276,0.10149831
59985,20489,413,3722,0.11096185
59987,20467,56,8276,0.00676655
59988,20489,109,3722,0.02928533
59989,20489,558,3722,0.1499194
59993,20543,71,741,0.09581646
59994,20543,17,741,0.02294197
59997,20213,12,1508,0.00795756
59998,20213,8,1508,0.00530504
59999,20272,5,231,0.02164502
60000,20213,5,1508,0.00331565
60002,20213,140,1508,0.0928382
60008,20314,6,289,0.02076125
60010,20314,7,289,0.02422145
60020,20059,6,17447,0.0003439
60021,20059,45,17447,0.00257924
60022,20059,222,17447,0.01272425
60025,20362,4,22,0.18181818
60026,20059,644,17447,0.03691179
60027,20059,10,17447,0.00057316
60028,20059,46,17447,0.00263656
60029,20533,174,632,0.27531646
60030,20059,57,17447,0.00326704
60031,20167,122,1289,0.09464701
60034,20154,589,1510,0.39006623
60035,20126,441,927,0.47572816
60046,20428,338,940,0.35957447
60049,20410,218,2937,0.0742254
60051,20410,203,2937,0.06911815
60057,20052,752,2353,0.31959201
60069,20515,141,14745,0.00956256
60073,20515,1018,14745,0.06904035
60076,20079,123,5775,0.0212987
60077,20079,17,5775,0.00294372
60078,20308,3,12,0.25
60079,20308,9,12,0.75
60080,20248,533,5715,0.09326334
60081,20248,11,5715,0.00192476
60084,20248,359,5715,0.06281715
60085,20248,97,5715,0.01697288
60086,20248,396,5715,0.06929134
60089,20043,771,6628,0.11632468
60100,20141,1,2508,0.00039872
60101,20141,1,2508,0.00039872
60102,20141,3,2508,0.00119617
60103,20141,3,2508,0.00119617
60104,20141,2,2508,0.00079745
60105,20141,1,2508,0.00039872
60116,7009,4,12242,0.00032674
60117,7009,3,12242,0.00024506
60119,7009,10,12242,0.00081686
60120,7009,1,12242,0.000081686
60121,7009,2,12242,0.00016337
60122,7009,55,12242,0.00449273
60123,7009,6,12242,0.00049012
60124,7097,4,35330,0.00011322
60125,7097,5,35330,0.00014152
60126,7097,605,35330,0.01712426
60127,7097,1,35330,0.000028305
60128,7097,2,35330,0.000056609
60130,7097,2,35330,0.000056609
60131,7097,20,35330,0.00056609
60132,7097,70,35330,0.00198132
60133,7097,18,35330,0.00050948
61017,12023,198,12373,0.01600259
61022,20485,142,1609,0.08825357
61030,20482,1,18490,0.000054083
61031,20482,37,18490,0.00200108
61032,20482,67,18490,0.00362358
61033,20482,14,18490,0.00075717
61034,20482,101,18490,0.00546241
61035,20482,28,18490,0.00151433
61037,20070,6,937,0.00640342
61040,20090,632,1721,0.36722836
61042,20367,10,43,0.23255814
61044,20467,277,8276,0.03347028
61045,20467,323,8276,0.03902852
61050,20543,213,741,0.28744939
61051,20543,72,741,0.09716599
61060,20213,1330,1508,0.88196287
61068,20314,14,289,0.04844291
61069,20314,9,289,0.03114187
61070,20159,1086,4488,0.24197861
61075,20277,9,10679,0.00084278
61076,20277,3,10679,0.00028093
61079,20059,70,17447,0.00401215
61080,20059,49,17447,0.00280851
61084,20362,3,22,0.13636364
61085,20362,2,22,0.09090909
61086,20059,24,17447,0.0013756
61087,20059,38,17447,0.00217803
61088,20059,95,17447,0.00544506
61089,20059,45,17447,0.00257924
61092,20154,178,1510,0.1178808
61093,20126,6,927,0.00647249
61095,20126,150,927,0.1618123
61105,20428,396,940,0.4212766
61111,20125,155,10933,0.01417726
61112,20410,2,2937,0.00068097
61113,20410,508,2937,0.17296561
61130,20515,115,14745,0.00779925
61132,20515,60,14745,0.00406918
61133,20515,5,14745,0.0003391
61135,20079,201,5775,0.0348052
61136,20079,401,5775,0.06943723
61137,20515,484,14745,0.03282469
61153,20141,4,2508,0.0015949
61156,20141,885,2508,0.35287081
61161,20141,5,2508,0.00199362
61170,20327,593,6551,0.09052053
61171,20327,333,6551,0.05083193
61172,20327,3,6551,0.00045795
61173,20327,358,6551,0.05464815
61175,20327,267,6551,0.04075714
61176,20327,1104,6551,0.16852389
61177,7009,9,12242,0.00073517
61178,7009,4,12242,0.00032674
61179,7009,206,12242,0.01682732
61180,7009,7,12242,0.0005718
61181,7009,4,12242,0.00032674
61182,7009,3,12242,0.00024506
61183,7009,275,12242,0.02246365
61184,7097,10,35330,0.00028305
61185,7097,369,35330,0.01044438
61189,7097,2,35330,0.000056609
61191,7097,7,35330,0.00019813
62074,12023,326,12373,0.02634769
62075,12023,171,12373,0.01382042
62077,12023,1011,12373,0.08171018
62080,12023,7,12373,0.00056575
62090,20482,538,18490,0.02909681
62091,20482,1825,18490,0.098702
62092,20482,24,18490,0.001298
62093,20482,1822,18490,0.09853975
62095,20482,120,18490,0.00649
62096,20070,78,937,0.0832444
62097,20070,5,937,0.00533618
62102,20082,141,1948,0.07238193
62103,20467,136,8276,0.01643306
62106,20489,438,3722,0.11767867
62108,20489,308,3722,0.08275121
62110,20543,26,741,0.03508772
62111,20386,183,17299,0.01057865
62112,20386,7,17299,0.00040465
62118,20213,6,1508,0.00397878
62125,20277,1,10679,0.000093642
62126,20314,6,289,0.02076125
62127,20277,394,10679,0.03689484
62129,20277,230,10679,0.0215376
62130,20277,189,10679,0.01769829
62133,20277,42,10679,0.00393295
62134,20277,13,10679,0.00121734
62141,20353,10,72,0.13888889
62142,20384,31,657,0.04718417
62143,20384,39,657,0.05936073
62144,20059,40,17447,0.00229266
62146,20059,35,17447,0.00200608
62147,20059,139,17447,0.00796699
62148,20059,58,17447,0.00332435
62149,20154,32,1510,0.02119205
62150,20059,635,17447,0.03639594
62152,20126,37,927,0.0399137
62155,20126,176,927,0.18985976
62162,20125,515,10933,0.0471051
62184,20282,55,154,0.35714286
62187,20515,205,14745,0.01390302
62193,20515,24,14745,0.00162767
62194,20515,1,14745,0.00006782
62196,20124,283,5135,0.05511198
62198,20043,443,6628,0.06683766
62199,20043,53,6628,0.00799638
62208,20130,93,1958,0.04749745
62216,20141,114,2508,0.04545455
62218,20141,1,2508,0.00039872
62229,20327,5,6551,0.00076324
62230,20327,3,6551,0.00045795
62231,20327,2,6551,0.0003053
62232,20327,5,6551,0.00076324
62233,20327,4,6551,0.00061059
62236,20327,2,6551,0.0003053
62237,7009,6,12242,0.00049012
62238,7009,4,12242,0.00032674
62239,7009,6,12242,0.00049012
62240,7009,1829,12242,0.14940369
62241,7009,3,12242,0.00024506
62242,7009,48,12242,0.00392093
62243,7009,112,12242,0.00914883
62244,7009,1,12242,0.000081686
62247,7097,1,35330,0.000028305
62249,7097,2,35330,0.000056609
63134,12023,4,12373,0.00032329
63139,12023,7,12373,0.00056575
63140,12023,10,12373,0.00080821
63141,20402,6,8,0.75
63142,20402,1,8,0.125
63147,20482,298,18490,0.01611682
63148,20482,334,18490,0.01806382
63150,20285,14,1382,0.01013025
63151,20285,14,1382,0.01013025
63152,20285,7,1382,0.00506512
63155,20070,5,937,0.00533618
63156,20070,20,937,0.02134472
63157,20225,1738,3876,0.44840041
63161,20082,25,1948,0.01283368
63163,20467,997,8276,0.12046883
63165,20489,8,3722,0.00214938
63166,20489,374,3722,0.10048361
63169,20386,51,17299,0.00294815
63170,20386,60,17299,0.00346841
63171,20386,7,17299,0.00040465
63172,20386,480,17299,0.02774727
63173,20386,127,17299,0.00734147
63179,20364,29,8490,0.00341578
63180,20364,97,8490,0.01142521
63182,20277,339,10679,0.03174455
63184,20277,2,10679,0.00018728
63187,20277,100,10679,0.00936417
63188,20277,144,10679,0.01348441
63189,20277,89,10679,0.00833411
63191,20277,28,10679,0.00262197
63192,20277,28,10679,0.00262197
63194,20534,16,358,0.04469274
63195,20534,23,358,0.06424581
63196,20534,89,358,0.24860335
63199,20351,48,1354,0.03545052
63200,20384,558,657,0.84931507
63202,20059,245,17447,0.01404253
63203,20061,163,1896,0.08597046
63204,20059,102,17447,0.00584628
63205,20538,7,183,0.03825137
63206,20059,293,17447,0.01679372
63208,20059,36,17447,0.00206339
63211,20146,240,1589,0.15103839
63212,20146,189,1589,0.11894273
63219,20125,686,10933,0.06274582
63220,20125,65,10933,0.0059453
63243,20052,7,2353,0.00297493
63245,20515,112,14745,0.0075958
63249,20515,6,14745,0.00040692
63251,20515,29,14745,0.00196677
63252,20515,25,14745,0.00169549
63253,20515,24,14745,0.00162767
63254,20124,11,5135,0.00214216
63255,20124,56,5135,0.01090555
63256,20124,458,5135,0.08919182
63257,20043,137,6628,0.02066989
63258,20043,530,6628,0.07996379
63278,20143,548,3551,0.15432273
63279,20141,161,2508,0.06419458
63280,20143,347,3551,0.09771895
63285,20327,354,6551,0.05403755
63287,20327,8,6551,0.00122119
63288,20327,4,6551,0.00061059
63289,20025,141,342,0.4122807
63290,20327,5,6551,0.00076324
63291,20327,4,6551,0.00061059
63292,20327,8,6551,0.00122119
63293,20327,6,6551,0.00091589
63294,20327,2,6551,0.0003053
63297,7009,48,12242,0.00392093
63298,7009,10,12242,0.00081686
63299,7009,6,12242,0.00049012
63301,7009,136,12242,0.0111093
63303,7009,1,12242,0.000081686
63304,7009,55,12242,0.00449273
63305,7009,4,12242,0.00032674
63307,7108,708,31281,0.02263355
63308,7108,8,31281,0.00025575
64188,12023,1,12373,0.000080821
64189,12023,8,12373,0.00064657
64190,12023,812,12373,0.06562677
64191,12023,67,12373,0.00541502
64192,12023,3,12373,0.00024246
64193,12023,3,12373,0.00024246
64198,12023,14,12373,0.0011315
64201,20402,1,8,0.125
64205,20474,535,1380,0.38768116
64208,20285,414,1382,0.29956585
64209,20285,3,1382,0.00217077
64210,20285,208,1382,0.15050651
64211,20312,103,6845,0.01504748
64212,20312,16,6845,0.00233747
64213,20070,1,937,0.00106724
64214,20070,8,937,0.00853789
64216,20225,504,3876,0.13003096
64217,20225,309,3876,0.07972136
64218,20225,825,3876,0.2128483
64219,20082,189,1948,0.09702259
64220,20082,165,1948,0.08470226
64225,20489,294,3722,0.07898979
64226,20489,437,3722,0.11741
64228,20386,61,17299,0.00352622
64229,20386,81,17299,0.00468235
64230,20386,73,17299,0.0042199
64233,20386,13,17299,0.00075149
64234,20386,54,17299,0.00312157
64240,20477,167,1022,0.16340509
64241,20477,82,1022,0.08023483
64246,20277,55,10679,0.0051503
64247,20277,49,10679,0.00458845
64248,20277,8,10679,0.00074913
64250,20277,94,10679,0.00880232
64251,20277,18,10679,0.00168555
64252,20277,58,10679,0.00543122
64253,20534,30,358,0.08379888
64254,20534,52,358,0.1452514
64258,20351,13,1354,0.00960118
64259,20351,22,1354,0.01624815
64261,20059,94,17447,0.00538775
64262,20059,297,17447,0.01702298
64263,20059,424,17447,0.02430217
64264,20059,253,17447,0.01450106
64265,20538,31,183,0.16939891
64268,20235,29,2882,0.01006246
64270,20235,3,2882,0.00104094
64271,20146,547,1589,0.34424166
64272,20170,113,2375,0.04757895
64277,20125,940,10933,0.08597823
64278,20125,12,10933,0.00109759
64284,20428,13,940,0.01382979
64291,20410,3,2937,0.00102145
64303,20515,271,14745,0.01837911
64307,20515,21,14745,0.00142421
64308,20515,48,14745,0.00325534
64311,20515,29,14745,0.00196677
64312,20124,19,5135,0.0037001
64315,20124,11,5135,0.00214216
64317,20124,2491,5135,0.48510224
64318,20043,6,6628,0.00090525
64329,20130,11,1958,0.00561798
64337,20143,283,3551,0.07969586
64338,20143,267,3551,0.07519009
64339,20143,888,3551,0.2500704
64340,20141,1,2508,0.00039872
64341,20141,1,2508,0.00039872
64343,20327,941,6551,0.14364219
64345,20327,5,6551,0.00076324
64346,20327,1,6551,0.00015265
64347,20327,3,6551,0.00045795
64348,20025,10,342,0.02923977
64349,20025,150,342,0.43859649
64350,20327,4,6551,0.00061059
64351,20327,4,6551,0.00061059
64352,20327,7,6551,0.00106854
64353,20327,4,6551,0.00061059
64355,7009,1,12242,0.000081686
64356,7009,251,12242,0.02050319
64357,7009,6,12242,0.00049012
64358,7009,11,12242,0.00089855
64359,7009,838,12242,0.06845287
64360,7009,5,12242,0.00040843
64361,7009,9,12242,0.00073517
64363,7009,30,12242,0.00245058
64364,7009,3,12242,0.00024506
64366,7108,77,31281,0.00246156
64367,7108,15,31281,0.00047952
64368,7108,2,31281,0.000063937
64370,7108,321,31281,0.01026182
65249,12023,284,12373,0.02295321
65250,12023,939,12373,0.07589105
65251,12023,62,12373,0.00501091
65252,12023,3,12373,0.00024246
65254,12023,1,12373,0.000080821
65255,12023,2,12373,0.00016164
65256,12023,1,12373,0.000080821
65258,12023,3,12373,0.00024246
65260,20180,423,435,0.97241379
65266,20285,335,1382,0.24240232
65269,20312,796,6845,0.11628926
65270,20312,902,6845,0.13177502
65271,20312,77,6845,0.01124909
65273,20188,210,3933,0.05339436
65274,20188,2,3933,0.00050852
65275,20188,7,3933,0.00177981
65276,20188,495,3933,0.12585812
65279,20188,372,3933,0.09458429
65280,20082,418,1948,0.21457906
65288,20386,136,17299,0.00786173
65289,20386,415,17299,0.02398983
65290,20386,273,17299,0.01578126
65292,20386,494,17299,0.02855656
65297,20477,241,1022,0.23581213
65299,20477,46,1022,0.04500979
65305,20277,101,10679,0.00945781
65306,20277,225,10679,0.02106939
65308,20277,44,10679,0.00412024
65309,20277,16,10679,0.00149827
65310,20277,38,10679,0.00355839
65311,20277,67,10679,0.006274
65312,20277,36,10679,0.0033711
65317,20351,81,1354,0.05982275
65318,20351,67,1354,0.04948301
65319,20059,84,17447,0.00481458
65321,20059,342,17447,0.01960222
65322,20059,316,17447,0.018112
65323,20059,49,17447,0.00280851
65324,20235,118,2882,0.04094379
65326,20235,3,2882,0.00104094
65328,20235,101,2882,0.03504511
65329,20146,613,1589,0.38577722
65330,20170,187,2375,0.07873684
65331,20170,775,2375,0.32631579
65332,20170,882,2375,0.37136842
65340,20125,2,10933,0.00018293
65356,20052,243,2353,0.10327242
65369,20421,8,804,0.00995025
65370,20421,447,804,0.55597015
65371,20515,244,14745,0.01654798
65372,20515,100,14745,0.00678196
65378,20441,68,168,0.40476191
65379,20441,73,168,0.43452381
65387,20130,6,1958,0.00306435
65388,20130,20,1958,0.01021451
65397,20143,1,3551,0.00028161
65399,20141,2,2508,0.00079745
65400,20141,1,2508,0.00039872
65401,20525,98,3969,0.02469136
65403,20327,127,6551,0.01938635
65404,20327,36,6551,0.00549534
65406,20327,3,6551,0.00045795
65407,20327,3,6551,0.00045795
65408,20327,3,6551,0.00045795
65410,20327,10,6551,0.00152649
65411,20327,1,6551,0.00015265
65412,20327,5,6551,0.00076324
65414,7009,6,12242,0.00049012
65415,7009,4,12242,0.00032674
65416,7009,1172,12242,0.09573599
65419,7009,2,12242,0.00016337
65420,7009,10,12242,0.00081686
65421,7009,10,12242,0.00081686
65422,7009,2,12242,0.00016337
65423,7009,3,12242,0.00024506
65426,7108,113,31281,0.00361242
65428,7108,5,31281,0.00015984
66305,12077,1162,6359,0.18273313
66307,12023,7,12373,0.00056575
66309,12023,3,12373,0.00024246
66310,12023,1,12373,0.000080821
66311,12023,1,12373,0.000080821
66313,12023,78,12373,0.00630405
66314,12023,759,12373,0.06134325
66315,12023,9,12373,0.00072739
66317,12023,54,12373,0.00436434
66320,20474,838,1380,0.60724638
66323,20474,2,1380,0.00144928
66324,20345,112,2631,0.04256937
66326,20345,8,2631,0.00304067
66327,20312,65,6845,0.00949598
66328,20312,14,6845,0.00204529
66329,20312,178,6845,0.02600438
66331,20302,355,1609,0.22063393
66332,20302,144,1609,0.08949658
66333,20188,589,3933,0.14975845
66334,20188,848,3933,0.21561149
66336,20082,658,1948,0.33778234
66339,20466,520,10016,0.05191693
66341,20466,492,10016,0.04912141
66342,20466,28,10016,0.00279553
66346,20466,301,10016,0.03005192
66348,20386,157,17299,0.00907567
66349,20386,373,17299,0.02156194
66350,20386,36,17299,0.00208105
66351,20386,531,17299,0.03069542
66357,20477,83,1022,0.08121331
66359,20477,56,1022,0.05479452
66365,20277,11,10679,0.00103006
66366,20277,3,10679,0.00028093
66368,20277,106,10679,0.00992602
66369,20277,226,10679,0.02116303
66370,20277,97,10679,0.00908325
66371,20277,5,10679,0.00046821
66373,20563,1,24,0.04166667
66374,20563,8,24,0.33333333
66375,20563,13,24,0.54166667
66376,20289,54,346,0.15606936
66377,20059,165,17447,0.00945721
66378,20059,585,17447,0.03353012
66381,20059,486,17447,0.02785579
66382,20235,38,2882,0.01318529
66383,20235,102,2882,0.03539209
66384,20235,24,2882,0.00832755
66389,20449,81,1673,0.04841602
66391,20170,35,2375,0.01473684
66398,20125,10,10933,0.00091466
66403,20122,33,63,0.52380952
66408,20125,314,10933,0.02872039
66411,20410,392,2937,0.13346953
66412,20052,144,2353,0.06119847
66416,20052,62,2353,0.02634934
66417,20052,89,2353,0.03782405
66427,20421,7,804,0.00870647
66429,20515,1027,14745,0.06965073
66430,20515,9,14745,0.00061038
66431,20124,121,5135,0.02356378
66432,20124,37,5135,0.00720545
66433,20124,26,5135,0.00506329
66434,20124,8,5135,0.00155794
66435,20043,5,6628,0.00075438
66436,20441,1,168,0.00595238
66437,20441,1,168,0.00595238
66438,20441,2,168,0.01190476
66439,20043,5,6628,0.00075438
66450,20130,1828,1958,0.93360572
66453,20141,303,2508,0.1208134
66455,20141,16,2508,0.00637959
66456,20141,3,2508,0.00119617
66457,20143,113,3551,0.03182202
66458,20141,1,2508,0.00039872
66459,20141,1,2508,0.00039872
66461,20525,194,3969,0.04887881
66463,20327,3,6551,0.00045795
66464,20327,5,6551,0.00076324
66465,20327,3,6551,0.00045795
66466,20327,7,6551,0.00106854
66467,20327,104,6551,0.01587544
