GRIDCODE,CVENTMUN,Furb,Frural,FpoT,PobUrb,PobR,PubU+R,PoT
12437,frac,,,,,,,
322082,28039,,0.005622211,0.005622211,,97,97,17253
322083,28039,,0.021503507,0.021503507,,371,371,17253
322084,28039,,0.003999304,0.003999304,,69,69,17253
322085,28039,,0.000927375,0.000927375,,16,16,17253
322087,28029,,0.006723558,0.006723558,,52,52,7734
322092,28011,,0.000190404,0.000190404,,1,1,5252
322096,28011,0,0.053313024,0.033783784,0,280,280,8288
322097,28011,,0.034272658,0.034272658,,180,180,5252
322098,28011,,0.039984768,0.039984768,,210,210,5252
322099,28043,,0.010077922,0.010077922,,97,97,9625
322100,28011,,0.000380807,0.000380807,,2,2,5252
322100,28043,,0.000103896,0.000103896,,1,1,9625
322101,28043,,0.026181818,0.026181818,,252,252,9625
322102,28043,,0.011532468,0.011532468,,111,111,9625
322103,28043,0.28681371,0.001350649,0.163210221,3615,13,3628,22229
322104,28043,0.077673754,0.024623377,0.054703315,979,237,1216,22229
322105,28043,,0.023064935,0.023064935,,222,222,9625
322106,28043,,0.11625974,0.11625974,,1119,1119,9625
322111,28012,,0.019300106,0.019300106,,273,273,14145
322124,28002,,0.000208464,0.000208464,,3,3,14391
322127,28002,,0.011396011,0.011396011,,164,164,14391
322129,28002,,0.024112292,0.024112292,,347,347,14391
322131,28002,,0.024390244,0.024390244,,351,351,14391
322133,28002,,0.000347439,0.000347439,,5,5,14391
322134,28002,,0.000208464,0.000208464,,3,3,14391
322135,28002,,0.000138976,0.000138976,,2,2,14391
322136,28002,,0.000208464,0.000208464,,3,3,14391
322138,28002,,0.000208464,0.000208464,,3,3,14391
322139,28002,,0.000903342,0.000903342,,13,13,14391
322142,28002,,0.014175526,0.014175526,,204,204,14391
322143,28002,,0.00132027,0.00132027,,19,19,14391
322993,10014,,0.002452826,0.002452826,,114,114,46477
323000,32049,,0.000476594,0.000476594,,9,9,18884
323004,32042,,0.001602967,0.001602967,,51,51,31816
323009,32049,,0.000741368,0.000741368,,14,14,18884
323018,32049,,0.000635459,0.000635459,,12,12,18884
323024,32010,,0.00010108,0.00010108,,7,7,69252
323025,32010,,0.00015884,0.00015884,,11,11,69252
323027,32010,,0.008432969,0.008432969,,584,584,69252
323028,32010,,0.006093687,0.006093687,,422,422,69252
323029,32010,,0.001689482,0.001689482,,117,117,69252
323038,32010,,0.001602842,0.001602842,,111,111,69252
323040,32010,,0.000505401,0.000505401,,35,35,69252
323040,32013,,0.013182674,0.013182674,,28,28,2124
323041,32010,,0.00031768,0.00031768,,22,22,69252
323042,32010,,0.00037544,0.00037544,,26,26,69252
323042,32013,,0.00047081,0.00047081,,1,1,2124
323043,32010,0.018723727,0.0001444,0.01337452,3207,10,3217,240532
323044,32005,0.122029602,,0.122029602,5392,,5392,44186
323046,32005,,0.026064844,0.026064844,,41,41,1573
323047,32037,,0.01538261,0.01538261,,118,118,7671
323049,32037,,0.000912528,0.000912528,,7,7,7671
323050,32037,,0.187719984,0.187719984,,1440,1440,7671
323051,32037,,0.011080694,0.011080694,,85,85,7671
323052,32037,,0.002867944,0.002867944,,22,22,7671
323053,32037,,0.000651806,0.000651806,,5,5,7671
323055,32037,,0.015252249,0.015252249,,117,117,7671
323056,32037,,0.00117325,0.00117325,,9,9,7671
323056,32051,,0.000867592,0.000867592,,13,13,14984
323057,32051,,0.00186866,0.00186866,,28,28,14984
323058,32051,0.069402719,0.000266951,0.039482425,1363,4,1367,34623
323060,24049,,0.034602362,0.034602362,,419,419,12109
323061,24049,,0.001734247,0.001734247,,21,21,12109
323062,24049,0.15,0.001899414,0.103284795,3942,23,3965,38389
323071,24049,,0.013213312,0.013213312,,160,160,12109
323072,24049,,0.001486498,0.001486498,,18,18,12109
323082,24025,,0.017650347,0.017650347,,221,221,12521
323091,24015,,0.002468494,0.002468494,,19,19,7697
323092,24015,,0.000909445,0.000909445,,7,7,7697
323093,24015,,0.00870469,0.00870469,,67,67,7697
323094,24015,,0.011952709,0.011952709,,92,92,7697
323095,24015,,0.003637781,0.003637781,,28,28,7697
323097,24015,,0.002468494,0.002468494,,19,19,7697
323098,24015,,0.087176822,0.087176822,,671,671,7697
323101,24015,,0.013511758,0.013511758,,104,104,7697
323105,24015,,0.035988047,0.035988047,,277,277,7697
323106,24015,,0.028062882,0.028062882,,216,216,7697
323116,24047,,0.050747348,0.050747348,,421,421,8296
323118,24017,,0.001003848,0.001003848,,24,24,23908
323119,24017,,0.00167308,0.00167308,,40,40,23908
323125,24017,,0.008198093,0.008198093,,196,196,23908
323135,28039,,0.015765374,0.015765374,,272,272,17253
323137,28039,,0.006723468,0.006723468,,116,116,17253
323142,28039,,0.036747232,0.036747232,,634,634,17253
323145,28039,,0.000289805,0.000289805,,5,5,17253
323150,28039,,0.004868718,0.004868718,,84,84,17253
323151,28039,,0.004520953,0.004520953,,78,78,17253
323153,28029,,0.002844582,0.002844582,,22,22,7734
323155,28029,,0.000258598,0.000258598,,2,2,7734
323161,28011,,0.014470678,0.014470678,,76,76,5252
323164,28011,0.227931489,,0.227931489,692,,692,3036
323165,28011,,0.053313024,0.053313024,,280,280,5252
323166,28011,,0.000952018,0.000952018,,5,5,5252
323166,28043,,0.002285714,0.002285714,,22,22,9625
323167,28043,,0.028779221,0.028779221,,277,277,9625
323168,28043,,0.001142857,0.001142857,,11,11,9625
323170,28043,,0.003220779,0.003220779,,31,31,9625
323171,28043,,0.000311688,0.000311688,,3,3,9625
323173,28043,,0.085298701,0.085298701,,821,821,9625
323174,28043,,0.013506494,0.013506494,,130,130,9625
323175,28043,,0.013506494,0.013506494,,130,130,9625
323178,28012,,0.031884058,0.031884058,,451,451,14145
323189,28012,,0.014704843,0.014704843,,208,208,14145
323196,28002,,0.000208464,0.000208464,,3,3,14391
323198,28002,,0.000138976,0.000138976,,2,2,14391
323201,28002,,0.001181294,0.001181294,,17,17,14391
323202,28002,,0.000903342,0.000903342,,13,13,14391
323203,28002,,0.000347439,0.000347439,,5,5,14391
323205,28002,,0.011396011,0.011396011,,164,164,14391
323206,28002,,0.000555903,0.000555903,,8,8,14391
323208,28002,,0.000764367,0.000764367,,11,11,14391
323209,28002,,0.000555903,0.000555903,,8,8,14391
323210,28002,,0.00882496,0.00882496,,127,127,14391
323211,28002,,0.000694879,0.000694879,,10,10,14391
324070,32021,,0.012605042,0.012605042,,33,33,2618
324072,32021,,0.000763942,0.000763942,,2,2,2618
324075,32049,,0.000370684,0.000370684,,7,7,18884
324078,32049,,0.024994705,0.024994705,,472,472,18884
324090,32010,,2.888E-05,2.888E-05,,2,2,69252
324091,32010,,0.00034656,0.00034656,,24,24,69252
324095,32010,,0.010988852,0.010988852,,761,761,69252
324096,32010,,2.888E-05,2.888E-05,,2,2,69252
324097,32010,,0.000866401,0.000866401,,60,60,69252
324098,32010,,0.003841044,0.003841044,,266,266,69252
324105,32010,,0.009833651,0.009833651,,681,681,69252
324106,32010,,0.001241841,0.001241841,,86,86,69252
324107,32010,,0.000534281,0.000534281,,37,37,69252
324108,32010,,0.005920407,0.005920407,,410,410,69252
324109,32010,,0.001025241,0.001025241,,71,71,69252
324110,32010,,5.77601E-05,5.77601E-05,,4,4,69252
324111,32010,0.004956796,0.00027436,0.003608667,849,19,868,240532
324112,32005,,0.122059758,0.122059758,,192,192,1573
324112,32010,,4.332E-05,4.332E-05,,3,3,69252
324113,32010,,0.000519841,0.000519841,,36,36,69252
324114,32005,,0.00317864,0.00317864,,5,5,1573
324114,32010,,0.025963149,0.025963149,,1798,1798,69252
324115,32010,,5.77601E-05,5.77601E-05,,4,4,69252
324116,32010,,8.66401E-05,8.66401E-05,,6,6,69252
324119,32037,,0.000782167,0.000782167,,6,6,7671
324120,32037,,0.001433972,0.001433972,,11,11,7671
324120,32051,,6.67379E-05,6.67379E-05,,1,1,14984
324121,32037,,0.001433972,0.001433972,,11,11,7671
324121,32051,,6.67379E-05,6.67379E-05,,1,1,14984
324122,32037,,0.000130361,0.000130361,,1,1,7671
324123,32037,,0.001042889,0.001042889,,8,8,7671
324124,32037,,0.001042889,0.001042889,,8,8,7671
324124,32051,,0.000600641,0.000600641,,9,9,14984
324125,32051,,0.001001068,0.001001068,,15,15,14984
324126,32051,0.169509649,0.000800854,0.096496549,3329,12,3341,34623
324128,24049,,0.001569081,0.001569081,,19,19,12109
324130,24049,0.033333333,0.000330333,0.022923233,876,4,880,38389
324141,24033,,0.000593589,0.000593589,,6,6,10108
324143,24033,,0.033834586,0.033834586,,342,342,10108
324150,24025,,0.038974523,0.038974523,,488,488,12521
324160,24015,,0.000389762,0.000389762,,3,3,7697
324161,24015,,0.001299207,0.001299207,,10,10,7697
324162,24015,,0.003897622,0.003897622,,30,30,7697
324163,24015,,0.003118098,0.003118098,,24,24,7697
324165,24015,,0.009224373,0.009224373,,71,71,7697
324166,24015,,0.022086527,0.022086527,,170,170,7697
324168,24015,,0.076523321,0.076523321,,589,589,7697
324169,24015,,0.000129921,0.000129921,,1,1,7697
324173,24015,,0.000389762,0.000389762,,3,3,7697
324174,24015,,0.000389762,0.000389762,,3,3,7697
324175,24015,,0.013641679,0.013641679,,105,105,7697
324177,24047,,0.041104147,0.041104147,,341,341,8296
324186,24017,,0.000376443,0.000376443,,9,9,23908
324186,24047,,0.00012054,0.00012054,,1,1,8296
324204,28039,,0.000869414,0.000869414,,15,15,17253
324213,28039,,0.00933171,0.00933171,,161,161,17253
324215,28039,,0.011534226,0.011534226,,199,199,17253
324218,28039,,0.005854054,0.005854054,,101,101,17253
324219,28039,,0.007303078,0.007303078,,126,126,17253
324221,28017,,0.004223321,0.004223321,,41,41,9708
324221,28029,,0.011378329,0.011378329,,88,88,7734
324223,28029,,0.005042669,0.005042669,,39,39,7734
324230,28011,,0.027037319,0.027037319,,142,142,5252
324231,28011,,0.006473724,0.006473724,,34,34,5252
324232,28011,0.053359684,0.010472201,0.026182432,162,55,217,8288
324233,28043,,0.00187013,0.00187013,,18,18,9625
324234,28043,,0.019012987,0.019012987,,183,183,9625
324235,28043,,0.008,0.008,,77,77,9625
324236,28043,,0.01174026,0.01174026,,113,113,9625
324240,28043,,0.000311688,0.000311688,,3,3,9625
324244,28043,,0.014441558,0.014441558,,139,139,9625
324250,28019,,0.003191683,0.003191683,,35,35,10966
324255,28012,,7.06964E-05,7.06964E-05,,1,1,14145
324257,28012,,0.007352421,0.007352421,,104,104,14145
324260,28002,,0.000277951,0.000277951,,4,4,14391
324261,28002,,0.000416927,0.000416927,,6,6,14391
324268,28002,,0.000555903,0.000555903,,8,8,14391
324269,28002,,0.001181294,0.001181294,,17,17,14391
324270,28002,,0.000208464,0.000208464,,3,3,14391
324271,28002,,0.000208464,0.000208464,,3,3,14391
324272,28002,,0.000277951,0.000277951,,4,4,14391
324273,28002,,0.002154124,0.002154124,,31,31,14391
324276,28002,,0.000347439,0.000347439,,5,5,14391
324277,28002,,0.001042318,0.001042318,,15,15,14391
324278,28002,,0.000347439,0.000347439,,5,5,14391
324279,28002,,0.057049545,0.057049545,,821,821,14391
325138,32021,,0.084797555,0.084797555,,222,222,2618
325139,32021,,0.044308633,0.044308633,,116,116,2618
325142,32021,,0.000763942,0.000763942,,2,2,2618
325160,32010,,0.003971004,0.003971004,,275,275,69252
325164,32010,,0.00017328,0.00017328,,12,12,69252
325165,32010,,0.001501762,0.001501762,,104,104,69252
325166,32010,,5.77601E-05,5.77601E-05,,4,4,69252
325167,32010,,0.00020216,0.00020216,,14,14,69252
325172,32010,,0.006945648,0.006945648,,481,481,69252
325174,32010,,0.007263328,0.007263328,,503,503,69252
325175,32010,,0.006613527,0.006613527,,458,458,69252
325176,32010,,0.000938601,0.000938601,,65,65,69252
325177,32010,,0.001212961,0.001212961,,84,84,69252
325178,32010,,8.66401E-05,8.66401E-05,,6,6,69252
325179,32010,,0.005212846,0.005212846,,361,361,69252
325181,32010,,0.004635245,0.004635245,,321,321,69252
325182,32010,,0.005039566,0.005039566,,349,349,69252
325183,32010,,0.00017328,0.00017328,,12,12,69252
325193,32051,,0.001735184,0.001735184,,26,26,14984
325194,32051,,0.00093433,0.00093433,,14,14,14984
325195,32051,,0.000200214,0.000200214,,3,3,14984
325198,24049,,0.001156165,0.001156165,,14,14,12109
325199,24049,,0.001156165,0.001156165,,14,14,12109
325204,24049,,0.000578082,0.000578082,,7,7,12109
325227,24015,,0.0068858,0.0068858,,53,53,7697
325229,24015,,0.018448746,0.018448746,,142,142,7697
325230,24015,,0.006236196,0.006236196,,48,48,7697
325231,24015,,0.005586592,0.005586592,,43,43,7697
325232,24015,,0.002078732,0.002078732,,16,16,7697
325233,24015,0.507827442,0.006755879,0.331025947,7169,52,7221,21814
325234,24015,0.112417652,0.001559049,0.073301549,1587,12,1599,21814
325235,24015,,0.000649604,0.000649604,,5,5,7697
325237,24015,,0.000129921,0.000129921,,1,1,7697
325251,24047,,0.045564127,0.045564127,,378,378,8296
325253,24047,,0.014344262,0.014344262,,119,119,8296
325254,24047,,0.00216972,0.00216972,,18,18,8296
325261,24017,,0.004350008,0.004350008,,104,104,23908
325264,24017,,0.014639451,0.014639451,,350,350,23908
325266,24017,,0.002007696,0.002007696,,48,48,23908
325267,24017,,0.018027439,0.018027439,,431,431,23908
325278,28039,,0.010432968,0.010432968,,180,180,17253
325279,28039,,0.023126413,0.023126413,,399,399,17253
325280,28039,,0.007361039,0.007361039,,127,127,17253
325281,28039,,0.009041906,0.009041906,,156,156,17253
325286,28039,,0.001043297,0.001043297,,18,18,17253
325289,28017,,0.000103008,0.000103008,,1,1,9708
325300,28011,,0.004569688,0.004569688,,24,24,5252
325301,28011,,0.005331302,0.005331302,,28,28,5252
325301,28043,,0.011532468,0.011532468,,111,111,9625
325302,28043,,0.001454545,0.001454545,,14,14,9625
325303,28043,,0.013194805,0.013194805,,127,127,9625
325304,28043,,0.031792208,0.031792208,,306,306,9625
325312,28043,,0.001974026,0.001974026,,19,19,9625
325313,28043,,0.006649351,0.006649351,,64,64,9625
325316,28019,,0.003282874,0.003282874,,36,36,10966
325317,28019,,0.000273573,0.000273573,,3,3,10966
325318,28019,,0.000638337,0.000638337,,7,7,10966
325320,28019,,0.00191501,0.00191501,,21,21,10966
325323,28012,,0.000353482,0.000353482,,5,5,14145
325325,28012,,0.000989749,0.000989749,,14,14,14145
325328,28002,,0.000486415,0.000486415,,7,7,14391
325338,28002,,0.000208464,0.000208464,,3,3,14391
325342,28002,,6.94879E-05,6.94879E-05,,1,1,14391
325343,28002,,0.000138976,0.000138976,,2,2,14391
325344,28002,,0.000625391,0.000625391,,9,9,14391
325345,28002,,6.94879E-05,6.94879E-05,,1,1,14391
325346,28002,,0.001250782,0.001250782,,18,18,14391
325347,28002,,0.000138976,0.000138976,,2,2,14391
326206,32021,,0.008785332,0.008785332,,23,23,2618
326208,32021,,0.063407181,0.063407181,,166,166,2618
326209,32021,,0.004583652,0.004583652,,12,12,2618
326210,32021,,0.049274255,0.049274255,,129,129,2618
326213,32042,,0.011723661,0.011723661,,373,373,31816
326216,32049,,0.000158865,0.000158865,,3,3,18884
326217,32049,,0.00021182,0.00021182,,4,4,18884
326222,32010,,2.888E-05,2.888E-05,,2,2,69252
326224,32010,,0.000664241,0.000664241,,46,46,69252
326225,32010,,0.001545082,0.001545082,,107,107,69252
326226,32010,,0.001386242,0.001386242,,96,96,69252
326227,32010,,0.001241841,0.001241841,,86,86,69252
326229,32010,,0.008100849,0.008100849,,561,561,69252
326230,32010,,1.444E-05,1.444E-05,,1,1,69252
326231,32010,,0.025111188,0.025111188,,1739,1739,69252
326232,32010,,0.012764974,0.012764974,,884,884,69252
326234,32010,,0.000967481,0.000967481,,67,67,69252
326236,32010,,0.011667533,0.011667533,,808,808,69252
326239,32010,,0.003263444,0.003263444,,226,226,69252
326240,32010,,0.00012996,0.00012996,,9,9,69252
326241,32010,0.000554647,0.00011552,0.000428217,95,8,103,240532
326242,32010,0.0032695,4.332E-05,0.002340645,560,3,563,240532
326243,32010,0.002773237,0.001776122,0.002486156,475,123,598,240532
326244,32010,,0.002671403,0.002671403,,185,185,69252
326247,32010,,0.02713279,0.02713279,,1879,1879,69252
326248,32010,,0.00853405,0.00853405,,591,591,69252
326249,32010,,0.021226824,0.021226824,,1470,1470,69252
326252,32010,,0.00040432,0.00040432,,28,28,69252
326256,32051,,0.000200214,0.000200214,,3,3,14984
326257,32051,,0.037239722,0.037239722,,558,558,14984
326258,32051,,0.000200214,0.000200214,,3,3,14984
326259,32051,,0.033302189,0.033302189,,499,499,14984
326260,32051,0.102551046,0.000133476,0.05822719,2014,2,2016,34623
326261,32051,,0.000467165,0.000467165,,7,7,14984
326262,32051,,0.000400427,0.000400427,,6,6,14984
326263,32051,,0.00560598,0.00560598,,84,84,14984
326265,24033,,0.192619707,0.192619707,,1947,1947,10108
326280,24033,,0.000197863,0.000197863,,2,2,10108
326293,24015,,0.000259841,0.000259841,,2,2,7697
326294,24015,,0.019618033,0.019618033,,151,151,7697
326297,24015,,0.000259841,0.000259841,,2,2,7697
326298,24015,,0.011043264,0.011043264,,85,85,7697
326300,24015,,0.018318826,0.018318826,,141,141,7697
326301,24015,0.342707374,0.000519683,0.221967544,4838,4,4842,21814
326302,24015,0.037047531,,0.037047531,523,,523,14117
326303,24015,,0.006106275,0.006106275,,47,47,7697
326305,24015,,0.000129921,0.000129921,,1,1,7697
326313,24047,,0.026157184,0.026157184,,217,217,8296
326324,24017,,0.059436172,0.059436172,,1421,1421,23908
326330,24017,,0.001798561,0.001798561,,43,43,23908
326336,28006,,0.017538109,0.017538109,,107,107,6101
326346,28039,,0.031704631,0.031704631,,547,547,17253
326349,28039,,0.002782125,0.002782125,,48,48,17253
326350,28039,,0.012751406,0.012751406,,220,220,17253
326354,28031,,0.110181311,0.110181311,,79,79,717
326355,28031,,0.140864714,0.140864714,,101,101,717
326357,28017,,0.007416564,0.007416564,,72,72,9708
326366,28011,,0.000190404,0.000190404,,1,1,5252
326368,28011,,0.053313024,0.053313024,,280,280,5252
326368,28019,,0.024712748,0.024712748,,271,271,10966
326369,28019,,0.001641437,0.001641437,,18,18,10966
326369,28043,,0.002909091,0.002909091,,28,28,9625
326370,28043,,0.001558442,0.001558442,,15,15,9625
326372,28043,,0.000103896,0.000103896,,1,1,9625
326373,28043,,0.004883117,0.004883117,,47,47,9625
326374,28043,,0.00612987,0.00612987,,59,59,9625
326380,28043,,0.000103896,0.000103896,,1,1,9625
326381,28019,,0.0010031,0.0010031,,11,11,10966
326384,28019,,0.003009301,0.003009301,,33,33,10966
326389,28019,,0.010669342,0.010669342,,117,117,10966
326396,28012,,0.000636267,0.000636267,,9,9,14145
326401,28002,,6.94879E-05,6.94879E-05,,1,1,14391
326402,28002,,0.000138976,0.000138976,,2,2,14391
326404,28002,,0.000625391,0.000625391,,9,9,14391
326406,28002,,0.000277951,0.000277951,,4,4,14391
326407,28002,,6.94879E-05,6.94879E-05,,1,1,14391
326408,28002,,0.000416927,0.000416927,,6,6,14391
326409,28002,,0.013828087,0.013828087,,199,199,14391
326410,28002,,0.000208464,0.000208464,,3,3,14391
326411,28002,,0.000694879,0.000694879,,10,10,14391
326412,28002,,0.000277951,0.000277951,,4,4,14391
327274,32021,,0.004201681,0.004201681,,11,11,2618
327277,32021,,0.001145913,0.001145913,,3,3,2618
327284,32042,,0.008957757,0.008957757,,285,285,31816
327287,32042,,9.42922E-05,9.42922E-05,,3,3,31816
327289,32010,,7.22001E-05,7.22001E-05,,5,5,69252
327291,32010,,0.00041876,0.00041876,,29,29,69252
327292,32010,,1.444E-05,1.444E-05,,1,1,69252
327295,32010,,0.005039566,0.005039566,,349,349,69252
327296,32010,,0.000577601,0.000577601,,40,40,69252
327297,32010,,5.77601E-05,5.77601E-05,,4,4,69252
327298,32010,,0.012981575,0.012981575,,899,899,69252
327299,32010,,0.00934269,0.00934269,,647,647,69252
327300,32010,,0.007653209,0.007653209,,530,530,69252
327301,32010,,0.000563161,0.000563161,,39,39,69252
327302,32010,,0.0002888,0.0002888,,20,20,69252
327303,32010,,0.011811933,0.011811933,,818,818,69252
327304,32010,,8.66401E-05,8.66401E-05,,6,6,69252
327305,32010,,0.010396812,0.010396812,,720,720,69252
327306,32010,,0.003638884,0.003638884,,252,252,69252
327307,32010,,0.001444002,0.001444002,,100,100,69252
327308,32010,0.00668496,0.003335644,0.005720653,1145,231,1376,240532
327309,32010,0.19905418,,0.19905418,34094,,34094,171280
327310,32010,0.257969407,,0.257969407,44185,,44185,171280
327311,32010,0.081171182,0.001140761,0.05812948,13903,79,13982,240532
327312,32010,0.001021719,0.024389187,0.007749489,175,1689,1864,240532
327313,32010,0.003684026,0.00011552,0.002656611,631,8,639,240532
