GRIDCODE,CVENTMUN,Furb,Frural,FpoT,PobUrb,PobR,PubU+R,PoT
12437,frac,,,,,,,
433032,05033,,0.024589562,0.024589562,,1005,1005,40871
433033,05033,,0.000122336,0.000122336,,5,5,40871
433034,05033,,0.038658217,0.038658217,,1580,1580,40871
433093,05027,,0.009231143,0.009231143,,76,76,8233
433095,05027,,0.0161545,0.0161545,,133,133,8233
433099,05027,,0.002307786,0.002307786,,19,19,8233
433100,05027,,0.001093162,0.001093162,,9,9,8233
433101,05027,,0.000242925,0.000242925,,2,2,8233
433105,05027,,0.002550711,0.002550711,,21,21,8233
433115,19018,,0.001613103,0.001613103,,13,13,8059
433119,19018,,0.000496339,0.000496339,,4,4,8059
433120,19018,,0.00024817,0.00024817,,2,2,8059
433121,19018,,0.000496339,0.000496339,,4,4,8059
433124,19021,0.000736889,,0.000736889,351,,351,476327
433125,19010,0.285740599,0.742641509,0.29153506,29475,984,30459,104478
433125,19021,0.004618676,,0.004618676,2200,,2200,476327
433126,19010,0.067579227,0.009056604,0.066837037,6971,12,6983,104478
433127,19010,0.390012893,0.009811321,0.385191141,40231,13,40244,104478
433128,19010,0.101005303,,0.101005303,10419,,10419,103153
433128,19021,1.0497E-05,,1.0497E-05,5,,5,476327
433128,19045,0.038778037,0.001600366,0.036903856,3195,7,3202,86766
433129,19006,0.008878558,0.000507614,0.008752955,5741,5,5746,656464
433129,19045,0.10691572,,0.10691572,8809,,8809,82392
433130,19006,0.001198551,,0.001198551,775,,775,646614
433130,19025,,0.000588928,0.000588928,,1,1,1698
433131,19006,,0.000406091,0.000406091,,4,4,9850
433132,19006,,0.000913706,0.000913706,,9,9,9850
433132,19025,,0.295053004,0.295053004,,501,501,1698
433133,19025,0.223930075,0.02237927,0.220579741,22494,38,22532,102149
433134,19025,0.003315049,0.001177856,0.003279523,333,2,335,102149
433135,19025,,0.003533569,0.003533569,,6,6,1698
433135,19034,,0.000859107,0.000859107,,2,2,2328
433137,19034,0.13006091,0.670962199,0.37605001,363,1562,1925,5119
433138,19034,,0.011597938,0.011597938,,27,27,2328
433139,19016,0.408144796,0.026768642,0.285626536,902,28,930,3256
433140,19016,0.591855204,0.040152964,0.414619165,1308,42,1350,3256
433144,19016,,0.02581262,0.02581262,,27,27,1046
433145,19016,,0.353728489,0.353728489,,370,370,1046
433146,19016,,0.122370937,0.122370937,,128,128,1046
433147,19016,,0.007648184,0.007648184,,8,8,1046
433149,19042,,0.073290703,0.073290703,,298,298,4066
433150,19042,,0.037875061,0.037875061,,154,154,4066
433152,19042,,0.014756517,0.014756517,,60,60,4066
433153,19042,,0.004672897,0.004672897,,19,19,4066
433154,19027,,0.011881188,0.011881188,,6,6,505
433156,19027,,0.140594059,0.140594059,,71,71,505
433160,19027,,0.005940594,0.005940594,,3,3,505
433163,19013,,0.00060024,0.00060024,,1,1,1666
433166,19020,,0.050340136,0.050340136,,74,74,1470
433168,19020,,0.001360544,0.001360544,,2,2,1470
433170,19020,,0.031972789,0.031972789,,47,47,1470
433171,19020,,0.01292517,0.01292517,,19,19,1470
433172,19020,,0.002040816,0.002040816,,3,3,1470
433195,28032,,0.001514005,0.001514005,,20,20,13210
433196,28032,,0.000832702,0.000832702,,11,11,13210
433198,28032,,0.001816805,0.001816805,,24,24,13210
433199,28032,,0.000529902,0.000529902,,7,7,13210
433199,28033,,0.0009176,0.0009176,,10,10,10898
433200,28033,,0.004404478,0.004404478,,48,48,10898
433201,28033,,0.00055056,0.00055056,,6,6,10898
433202,28033,,0.00064232,0.00064232,,7,7,10898
433203,28033,,0.002569279,0.002569279,,28,28,10898
433204,28033,,0.001559919,0.001559919,,17,17,10898
433205,28033,,0.001468159,0.001468159,,16,16,10898
433206,28033,,0.034042944,0.034042944,,371,371,10898
433207,28033,,0.00055056,0.00055056,,6,6,10898
433207,28040,,0.000177873,0.000177873,,1,1,5622
433208,28040,,0.001245109,0.001245109,,7,7,5622
433209,28040,,0.001422981,0.001422981,,8,8,5622
433210,28040,,0.001067236,0.001067236,,6,6,5622
433211,28040,,0.001422981,0.001422981,,8,8,5622
433212,28040,,0.010494486,0.010494486,,59,59,5622
433214,28022,,0.002432057,0.002432057,,63,63,25904
433215,28022,,0.000347437,0.000347437,,9,9,25904
433216,28022,,0.002702285,0.002702285,,70,70,25904
433217,28022,,0.004748301,0.004748301,,123,123,25904
433218,28022,0.000418544,0.000386041,0.00041699,216,10,226,541979
433219,28022,0.009789275,0.000617665,0.009350916,5052,16,5068,541979
433220,28022,0.033169597,0.000115812,0.031589785,17118,3,17121,541979
433221,28022,0.025281209,0.000386041,0.024091339,13047,10,13057,541979
433222,28022,0.005580584,,0.005580584,2880,,2880,516075
433223,28022,0.001236254,3.86041E-05,0.001179012,638,1,639,541979
433224,28022,,0.004555281,0.004555281,,118,118,25904
433225,28022,,3.86041E-05,3.86041E-05,,1,1,25904
433227,28022,,7.72082E-05,7.72082E-05,,2,2,25904
433228,28022,,0.000386041,0.000386041,,10,10,25904
434067,10013,,0.005117544,0.005117544,,32,32,6253
434085,10013,0.481261183,0.007516392,0.37126838,9952,47,9999,26932
434086,10013,0.008897916,0.001119463,0.007091935,184,7,191,26932
434087,10007,,0.00016288,0.00016288,,10,10,61395
434089,10036,,0.008373079,0.008373079,,79,79,9435
434092,10036,0.019217629,,0.019217629,225,,225,11708
434093,10036,0.103348138,0.040593535,0.075344086,1210,383,1593,21143
434094,10036,,0.0236354,0.0236354,,223,223,9435
434095,05009,,0.010638782,0.010638782,,234,234,21995
434096,05009,,0.044237327,0.044237327,,973,973,21995
434097,05009,,0.04678336,0.04678336,,1029,1029,21995
434098,05009,,0.00018186,0.00018186,,4,4,21995
434099,05009,,0.00018186,0.00018186,,4,4,21995
434099,05033,,0.012869761,0.012869761,,526,526,40871
434100,05033,,0.003449879,0.003449879,,141,141,40871
434102,05033,,0.000122336,0.000122336,,5,5,40871
434163,05027,,0.002793635,0.002793635,,23,23,8233
434168,05027,,0.025992955,0.025992955,,214,214,8233
434177,05027,,0.00959553,0.00959553,,79,79,8233
434183,19018,,0.005956074,0.005956074,,48,48,8059
434195,19010,0.014173121,0.001509434,0.014012519,1462,2,1464,104478
434196,19045,0.018424119,0.031321445,0.019074292,1518,137,1655,86766
434197,19025,,0.002355713,0.002355713,,4,4,1698
434197,19045,0.20813914,0.076817558,0.201519028,17149,336,17485,86766
434198,19025,,0.000588928,0.000588928,,1,1,1698
434199,19025,0.002667967,0.32155477,0.007968752,268,546,814,102149
434200,19025,0.3195787,0.002355713,0.314305573,32102,4,32106,102149
434201,19025,0.024419866,0.011189635,0.024199943,2453,19,2472,102149
434202,19025,0.06996446,0.02237927,0.069173462,7028,38,7066,102149
434203,19025,,0.033568905,0.033568905,,57,57,1698
434204,19034,0.077391616,0.00257732,0.043367845,216,6,222,5119
434205,19034,0.792547474,0.248281787,0.545028326,2212,578,2790,5119
434206,19034,,0.008161512,0.008161512,,19,19,2328
434207,19016,,0.003824092,0.003824092,,4,4,1046
434208,19016,,0.014340344,0.014340344,,15,15,1046
434211,19016,,0.017208413,0.017208413,,18,18,1046
434212,19016,,0.004780115,0.004780115,,5,5,1046
434213,19016,,0.000956023,0.000956023,,1,1,1046
434214,19016,,0.003824092,0.003824092,,4,4,1046
434216,19016,,0.007648184,0.007648184,,8,8,1046
434216,19042,,0.029513035,0.029513035,,120,120,4066
434217,19042,,0.003689129,0.003689129,,15,15,4066
434223,19027,,0.007920792,0.007920792,,4,4,505
434224,19027,,0.007920792,0.007920792,,4,4,505
434233,19013,,0.011404562,0.011404562,,19,19,1666
434233,19015,,0.250896057,0.250896057,,140,140,558
434235,19015,,0.001792115,0.001792115,,1,1,558
434236,19015,,0.03046595,0.03046595,,17,17,558
434237,19015,,0.021505376,0.021505376,,12,12,558
434238,19015,,0.037634409,0.037634409,,21,21,558
434239,19015,,0.012544803,0.012544803,,7,7,558
434245,19020,,0.003401361,0.003401361,,5,5,1470
434251,19020,,0.000680272,0.000680272,,1,1,1470
434260,28032,,0.000757002,0.000757002,,10,10,13210
434263,28032,,0.000529902,0.000529902,,7,7,13210
434264,28032,,0.000605602,0.000605602,,8,8,13210
434265,28032,,0.000302801,0.000302801,,4,4,13210
434267,28033,,0.001743439,0.001743439,,19,19,10898
434268,28033,,0.002018719,0.002018719,,22,22,10898
434269,28033,,0.00036704,0.00036704,,4,4,10898
434270,28033,,0.001468159,0.001468159,,16,16,10898
434271,28033,,0.02000367,0.02000367,,218,218,10898
434272,28033,,0.00073408,0.00073408,,8,8,10898
434273,28033,,0.001651679,0.001651679,,18,18,10898
434275,28033,,0.0004588,0.0004588,,5,5,10898
434275,28040,,0.000533618,0.000533618,,3,3,5622
434277,28040,,0.04713625,0.04713625,,265,265,5622
434278,28040,,0.018498755,0.018498755,,104,104,5622
434279,28040,,0.039665599,0.039665599,,223,223,5622
434280,28040,,0.001422981,0.001422981,,8,8,5622
434281,28022,,0.001158122,0.001158122,,30,30,25904
434282,28022,,0.015557443,0.015557443,,403,403,25904
434283,28022,,0.031964175,0.031964175,,828,828,25904
434284,28022,,0.001582767,0.001582767,,41,41,25904
434286,28022,0.009661386,,0.009661386,4986,,4986,516075
434287,28022,0.075746742,0.000694873,0.072159622,39091,18,39109,541979
434288,28022,0.087415589,,0.087415589,45113,,45113,516075
434289,28022,0.112167805,,0.112167805,57887,,57887,516075
434290,28022,0.123943225,,0.123943225,63964,,63964,516075
434291,28022,0.050909267,0.000810686,0.048514795,26273,21,26294,541979
434292,28022,0.00054837,0.031114886,0.002009303,283,806,1089,541979
434293,28022,,0.00397622,0.00397622,,103,103,25904
434294,28022,,0.032118592,0.032118592,,832,832,25904
434295,28022,,0.000926498,0.000926498,,24,24,25904
434296,28022,,0.005443175,0.005443175,,141,141,25904
434297,28022,,0.000347437,0.000347437,,9,9,25904
434298,28022,,0.000424645,0.000424645,,11,11,25904
434300,28022,,0.026829833,0.026829833,,695,695,25904
435135,10013,,0.000639693,0.000639693,,4,4,6253
435136,10013,,0.000159923,0.000159923,,1,1,6253
435153,10013,4.83582E-05,,4.83582E-05,1,,1,20679
435161,10036,,0.000211977,0.000211977,,2,2,9435
435162,10036,,0.18399576,0.18399576,,1736,1736,9435
435164,05009,,0.04100932,0.04100932,,902,902,21995
435165,05009,,4.54649E-05,4.54649E-05,,1,1,21995
435166,05009,,0.022323255,0.022323255,,491,491,21995
435167,05009,,0.023323483,0.023323483,,513,513,21995
435168,05033,,0.007731643,0.007731643,,316,316,40871
435169,05033,,0.00406156,0.00406156,,166,166,40871
435170,05033,,4.89345E-05,4.89345E-05,,2,2,40871
435234,05027,,0.000607312,0.000607312,,5,5,8233
435235,05027,,0.001943399,0.001943399,,16,16,8233
435236,05027,,0.017612049,0.017612049,,145,145,8233
435243,05027,,0.00048585,0.00048585,,4,4,8233
435244,05027,,0.000971699,0.000971699,,8,8,8233
435246,19018,,0.000124085,0.000124085,,1,1,8059
435247,19018,,0.008810026,0.008810026,,71,71,8059
435250,19018,,0.025809654,0.025809654,,208,208,8059
435251,19018,,0.001737188,0.001737188,,14,14,8059
435252,19018,,0.009058196,0.009058196,,73,73,8059
435261,19010,,0.210566038,0.210566038,,279,279,1325
435262,19010,0.018632517,0.001509434,0.01841536,1922,2,1924,104478
435263,19010,,0.001509434,0.001509434,,2,2,1325
435264,19045,0.020985047,0.000228624,0.019938686,1729,1,1730,86766
435265,19045,0.20031071,0.002286237,0.190328009,16504,10,16514,86766
435266,19012,,0.513513514,0.513513514,,247,247,481
435266,19045,0.185636955,,0.185636955,15295,,15295,82392
435267,19012,0.083057452,0.139293139,0.083450914,5670,67,5737,68747
435267,19025,0.087017551,,0.087017551,8741,,8741,100451
435268,19012,0.179708786,0.014553015,0.178553246,12268,7,12275,68747
435268,19025,0.24967397,0.00942285,0.24568033,25080,16,25096,102149
435269,19025,0.018108331,0.005300353,0.017895427,1819,9,1828,102149
435270,19025,0.001294163,0.179623086,0.004258485,130,305,435,102149
435271,19025,,0.05418139,0.05418139,,92,92,1698
435273,19034,,0.000429553,0.000429553,,1,1,2328
435274,19028,,0.131313131,0.131313131,,13,13,99
435274,19034,,0.003865979,0.003865979,,9,9,2328
435280,19016,,0.000956023,0.000956023,,1,1,1046
435281,19016,,0.003824092,0.003824092,,4,4,1046
435282,19016,,0.005736138,0.005736138,,6,6,1046
435288,19011,,0.009983361,0.009983361,,6,6,601
435290,19027,,0.00990099,0.00990099,,5,5,505
435293,19027,0.531636864,0.007920792,0.396630934,773,4,777,1959
435294,19027,0.462861073,0.02970297,0.351199592,673,15,688,1959
435295,19027,,0.261386139,0.261386139,,132,132,505
435301,19015,,0.001792115,0.001792115,,1,1,558
435303,19015,,0.014336918,0.014336918,,8,8,558
435304,19015,,0.010752688,0.010752688,,6,6,558
435305,19015,,0.021505376,0.021505376,,12,12,558
435306,19015,,0.005376344,0.005376344,,3,3,558
435307,19015,,0.146953405,0.146953405,,82,82,558
435311,19020,,0.001360544,0.001360544,,2,2,1470
435313,19020,,0.027891156,0.027891156,,41,41,1470
435315,19020,,0.005442177,0.005442177,,8,8,1470
435319,19020,,0.001360544,0.001360544,,2,2,1470
435320,19020,,0.007482993,0.007482993,,11,11,1470
435325,28032,,0.000378501,0.000378501,,5,5,13210
435326,28032,,0.0001514,0.0001514,,2,2,13210
435328,28032,,0.007040121,0.007040121,,93,93,13210
435329,28032,,0.001059803,0.001059803,,14,14,13210
435331,28032,,0.000302801,0.000302801,,4,4,13210
435332,28032,,0.000378501,0.000378501,,5,5,13210
435334,28032,,0.000302801,0.000302801,,4,4,13210
435335,28032,,0.000529902,0.000529902,,7,7,13210
435336,28033,,0.001468159,0.001468159,,16,16,10898
435337,28033,,0.003486878,0.003486878,,38,38,10898
435338,28033,,0.00073408,0.00073408,,8,8,10898
435339,28033,,0.00064232,0.00064232,,7,7,10898
435340,28033,,0.001101119,0.001101119,,12,12,10898
435341,28033,,0.001926959,0.001926959,,21,21,10898
435342,28033,,0.00055056,0.00055056,,6,6,10898
435343,28033,,0.00018352,0.00018352,,2,2,10898
435343,28040,,0.025257915,0.025257915,,142,142,5622
435344,28040,,0.001600854,0.001600854,,9,9,5622
435345,28040,,0.088758449,0.088758449,,499,499,5622
435347,28022,,0.000347437,0.000347437,,9,9,25904
435347,28040,,0.003023835,0.003023835,,17,17,5622
435348,28022,,0.000154416,0.000154416,,4,4,25904
435349,28022,,0.00814546,0.00814546,,211,211,25904
435350,28022,,0.006755713,0.006755713,,175,175,25904
435351,28022,,0.000386041,0.000386041,,10,10,25904
435352,28022,,0.055088017,0.055088017,,1427,1427,25904
435353,28022,0.000226711,0.024513589,0.001387508,117,635,752,541979
435354,28022,0.022514169,0.000694873,0.021471312,11619,18,11637,541979
435355,28022,0.101320544,0.000463249,0.096500049,52289,12,52301,541979
435356,28022,0.106862375,,0.106862375,55149,,55149,516075
435357,28022,0.084811316,,0.084811316,43769,,43769,516075
435358,28022,0.06201618,,0.06201618,32005,,32005,516075
435359,28022,0.001488156,,0.001488156,768,,768,516075
435360,28022,,7.72082E-05,7.72082E-05,,2,2,25904
435362,28022,,0.002818098,0.002818098,,73,73,25904
435363,28022,,0.001814392,0.001814392,,47,47,25904
435364,28022,,0.001389747,0.001389747,,36,36,25904
435365,28022,,0.009226374,0.009226374,,239,239,25904
436212,10013,,0.000639693,0.000639693,,4,4,6253
436220,10013,,0.000159923,0.000159923,,1,1,6253
436221,10036,,0.000317965,0.000317965,,3,3,9435
436224,10036,,0.008055114,0.008055114,,76,76,9435
436227,10036,,0.00063593,0.00063593,,6,6,9435
436228,10036,,0.289136195,0.289136195,,2728,2728,9435
436230,10036,,0.00127186,0.00127186,,12,12,9435
436233,05009,,0.005046602,0.005046602,,111,111,21995
436234,05009,,0.034507843,0.034507843,,759,759,21995
436236,05033,,0.007927381,0.007927381,,324,324,40871
436237,05033,,0.017665337,0.017665337,,722,722,40871
436238,05033,,0.001468034,0.001468034,,60,60,40871
436263,05033,,0.002813731,0.002813731,,115,115,40871
436283,05027,,0.006801895,0.006801895,,56,56,8233
436303,05027,,0.000850237,0.000850237,,7,7,8233
436307,05027,,0.011781854,0.011781854,,97,97,8233
436311,05027,,0.122798494,0.122798494,,1011,1011,8233
436314,19037,,0.016861219,0.016861219,,13,13,771
436315,19037,,0.006485084,0.006485084,,5,5,771
436317,19018,,0.001116764,0.001116764,,9,9,8059
436318,19018,,0.000868594,0.000868594,,7,7,8059
436319,19018,,0.003226207,0.003226207,,26,26,8059
436319,19037,,0.105058366,0.105058366,,81,81,771
436326,19047,0.00298935,,0.00298935,48,,48,16057
436327,19001,,0.053971487,0.053971487,,53,53,982
436327,19047,0.027090988,,0.027090988,435,,435,16057
436328,19001,0.465361446,0.924643585,0.617014122,927,908,1835,2974
436328,19047,0.003798966,,0.003798966,61,,61,16057
436329,19001,0.534638554,0.010183299,0.361466039,1065,10,1075,2974
436329,19010,0.00688298,0.002264151,0.006824403,710,3,713,104478
436330,19010,0.08678371,0.004528302,0.085740539,8952,6,8958,104478
436331,19010,,0.016603774,0.016603774,,22,22,1325
436331,19045,0.039287795,0.008230453,0.037722149,3237,36,3273,86766
436332,19045,0.006857462,0.008459076,0.006938202,565,37,602,86766
436333,19045,,0.016689529,0.016689529,,73,73,4374
436334,19012,,0.006237006,0.006237006,,3,3,481
436335,19012,0.098848622,0.051975052,0.098520663,6748,25,6773,68747
436336,19012,0.169103214,0.014553015,0.168021877,11544,7,11551,68747
436337,19012,0.000439457,,0.000439457,30,,30,68266
436337,19025,,0.034746761,0.034746761,,59,59,1698
436341,19028,0.153069153,0.202020202,0.156565657,197,20,217,1386
436342,19028,,0.404040404,0.404040404,,40,40,99
436351,19016,,0.000956023,0.000956023,,1,1,1046
436352,19011,,0.003327787,0.003327787,,2,2,601
436360,19027,,0.003960396,0.003960396,,2,2,505
436361,19027,0.005502063,,0.005502063,8,,8,1454
436362,19027,0,,0,0,,0,1454
436365,19003,,0.030769231,0.030769231,,24,24,780
436368,19015,0.001246883,,0.001246883,1,,1,802
436369,19003,,0.025641026,0.025641026,,20,20,780
436369,19015,0.998753117,,0.998753117,801,,801,802
436370,19015,,0.005376344,0.005376344,,3,3,558
436374,19015,,0.005376344,0.005376344,,3,3,558
436375,19015,,0.003584229,0.003584229,,2,2,558
436383,19020,,0.000680272,0.000680272,,1,1,1470
436385,19020,,0.002040816,0.002040816,,3,3,1470
436387,19020,,0.001360544,0.001360544,,2,2,1470
436388,19020,,0.00952381,0.00952381,,14,14,1470
436396,28032,,0.002195307,0.002195307,,29,29,13210
436397,28032,,0.003633611,0.003633611,,48,48,13210
436398,28032,,0.00333081,0.00333081,,44,44,13210
436399,28032,,0.000378501,0.000378501,,5,5,13210
436401,28032,,0.000378501,0.000378501,,5,5,13210
436402,28032,,7.57002E-05,7.57002E-05,,1,1,13210
436403,28032,,0.000605602,0.000605602,,8,8,13210
436403,28033,,0.00082584,0.00082584,,9,9,10898
436404,28033,,0.001559919,0.001559919,,17,17,10898
436410,28033,,0.00027528,0.00027528,,3,3,10898
436411,28040,,0.000355745,0.000355745,,2,2,5622
436412,28040,,0.001245109,0.001245109,,7,7,5622
436413,28040,,0.025613661,0.025613661,,144,144,5622
436414,28022,,0.012160284,0.012160284,,315,315,25904
436414,28040,,0.148167912,0.148167912,,833,833,5622
436415,28022,,0.02092341,0.02092341,,542,542,25904
436415,28040,,0.138918534,0.138918534,,781,781,5622
436416,28022,,0.001814392,0.001814392,,47,47,25904
436417,28022,,0.000810686,0.000810686,,21,21,25904
436419,28022,,0.035747375,0.035747375,,926,926,25904
436420,28022,,0.003319951,0.003319951,,86,86,25904
436421,28022,,0.002547869,0.002547869,,66,66,25904
436422,28022,0.001181999,3.86041E-05,0.00112735,610,1,611,541979
436423,28022,0.020355568,0.000154416,0.01939005,10505,4,10509,541979
436424,28022,0.019092186,0.000540457,0.018205502,9853,14,9867,541979
436425,28022,0.016383278,,0.016383278,8455,,8455,516075
436426,28022,0.005433319,,0.005433319,2804,,2804,516075
436430,28022,,0.001659975,0.001659975,,43,43,25904
436432,28022,,7.72082E-05,7.72082E-05,,2,2,25904
436433,28022,,0.000386041,0.000386041,,10,10,25904
437288,10036,,0.01791203,0.01791203,,169,169,9435
437294,10036,,0.000211977,0.000211977,,2,2,9435
437301,05009,,0.004501023,0.004501023,,99,99,21995
437303,05009,,0.022095931,0.022095931,,486,486,21995
437304,05009,,0.000136395,0.000136395,,3,3,21995
437305,05009,,0.005728575,0.005728575,,126,126,21995
437306,05033,,9.78689E-05,9.78689E-05,,4,4,40871
437356,05027,,0.000364387,0.000364387,,3,3,8233
437368,05027,,0.010567229,0.010567229,,87,87,8233
437372,05027,,0.040204057,0.040204057,,331,331,8233
437394,19047,0.276328081,,0.276328081,4437,,4437,16057
437395,19047,0.62682942,0.206896552,0.626072361,10065,6,10071,16086
437396,19001,,0.011201629,0.011201629,,11,11,982
437396,19047,0.000373669,0.034482759,0.000435161,6,1,7,16086
437399,19045,0.04697058,,0.04697058,3870,,3870,82392
437400,19045,0.127682299,0.005486968,0.121522255,10520,24,10544,86766
437401,19045,,0.004801097,0.004801097,,21,21,4374
437402,19012,,0.037422037,0.037422037,,18,18,481
437403,19012,,0.124740125,0.124740125,,60,60,481
437404,19012,0.297175754,0.018711019,0.295227428,20287,9,20296,68747
437405,19012,0.059605074,0.041580042,0.059478959,4069,20,4089,68747
437409,19028,0.846930847,0.101010101,0.793650794,1090,10,1100,1386
437411,19028,,0.01010101,0.01010101,,1,1,99
437420,19011,,0.194675541,0.194675541,,117,117,601
437422,19011,,0.003327787,0.003327787,,2,2,601
437425,19011,,0.006655574,0.006655574,,4,4,601
437425,19027,,0.421782178,0.421782178,,213,213,505
437426,19027,,0.057425743,0.057425743,,29,29,505
437427,19027,,0.001980198,0.001980198,,1,1,505
437428,19027,,0.00990099,0.00990099,,5,5,505
437429,19027,,0.003960396,0.003960396,,2,2,505
437431,19027,,0.003960396,0.003960396,,2,2,505
437434,19003,,0.008974359,0.008974359,,7,7,780
437438,19015,,0.008960573,0.008960573,,5,5,558
437442,19015,,0.023297491,0.023297491,,13,13,558
437443,19015,,0.014336918,0.014336918,,8,8,558
437444,19015,,0.016129032,0.016129032,,9,9,558
437445,19015,,0.010752688,0.010752688,,6,6,558
437447,19015,,0.007168459,0.007168459,,4,4,558
437453,19020,,0.000680272,0.000680272,,1,1,1470
437455,19020,,0.002721088,0.002721088,,4,4,1470
437456,19020,,0.001360544,0.001360544,,2,2,1470
437465,28032,,7.57002E-05,7.57002E-05,,1,1,13210
437467,28032,0.000234254,0.000757002,0.000244052,162,10,172,704767
437468,28032,0.002043216,,0.002043216,1413,,1413,691557
437469,28032,,7.57002E-05,7.57002E-05,,1,1,13210
437470,28032,,0.00340651,0.00340651,,45,45,13210
437471,28032,,0.000227101,0.000227101,,3,3,13210
437471,28033,,0.00082584,0.00082584,,9,9,10898
437472,28033,,0.08285924,0.08285924,,903,903,10898
437473,28033,,0.015874472,0.015874472,,173,173,10898
437474,28033,,0.001926959,0.001926959,,21,21,10898
437475,28033,,0.0009176,0.0009176,,10,10,10898
437476,28033,,0.001101119,0.001101119,,12,12,10898
437477,28033,,0.0004588,0.0004588,,5,5,10898
437478,28033,,0.002018719,0.002018719,,22,22,10898
437479,28022,,0.006601297,0.006601297,,171,171,25904
437479,28033,,0.014865113,0.014865113,,162,162,10898
437479,28040,,0.011739594,0.011739594,,66,66,5622
437480,28022,,0.000347437,0.000347437,,9,9,25904
437480,28040,,0.001067236,0.001067236,,6,6,5622
437481,28022,,0.000115812,0.000115812,,3,3,25904
437483,28022,,0.000810686,0.000810686,,21,21,25904
437484,28022,,7.72082E-05,7.72082E-05,,2,2,25904
437486,28022,,0.008068252,0.008068252,,209,209,25904
437490,28022,,0.028373996,0.028373996,,735,735,25904
437491,28022,0.001821441,0.000424645,0.001754681,940,11,951,541979
437492,28022,1.9377E-06,,1.9377E-06,1,,1,516075
437498,28022,,0.000347437,0.000347437,,9,9,25904
438338,10013,,0.002079002,0.002079002,,13,13,6253
438364,10036,,0.001165872,0.001165872,,11,11,9435
438368,05009,,0.000500114,0.000500114,,11,11,21995
438372,05009,,0.000272789,0.000272789,,6,6,21995
438435,05027,,0.000121462,0.000121462,,1,1,8233
438438,05027,,0.000121462,0.000121462,,1,1,8233
438439,05027,,0.000242925,0.000242925,,2,2,8233
438440,05027,,0.000121462,0.000121462,,1,1,8233
438446,05027,,0.004251184,0.004251184,,35,35,8233
438448,19037,,0.047989624,0.047989624,,37,37,771
438451,19037,,0.105058366,0.105058366,,81,81,771
438459,19037,0.034678795,0.001297017,0.03042328,183,1,184,6048
438460,19037,0.929694902,,0.929694902,4906,,4906,5277
438461,19037,0.035626303,0.027237354,0.034556878,188,21,209,6048
438462,19047,0.008781217,0.75862069,0.010133035,141,22,163,16086
438463,19047,0.05374603,,0.05374603,863,,863,16057
438467,19045,,0.013717421,0.013717421,,60,60,4374
438468,19045,,0.099222679,0.099222679,,434,434,4374
438469,19045,,0.000685871,0.000685871,,3,3,4374
438471,19012,,0.006237006,0.006237006,,3,3,481
438472,19012,0.034087247,,0.034087247,2327,,2327,68266
438473,19012,0.077974394,0.014553015,0.077530656,5323,7,5330,68747
438474,19012,,0.004158004,0.004158004,,2,2,481
438477,19028,,0.04040404,0.04040404,,4,4,99
438488,19011,,0.008319468,0.008319468,,5,5,601
438489,19011,,0.008319468,0.008319468,,5,5,601
438492,19011,,0.059900166,0.059900166,,36,36,601
438500,19003,,0.007692308,0.007692308,,6,6,780
438508,19015,,0.003584229,0.003584229,,2,2,558
438510,19015,,0.016129032,0.016129032,,9,9,558
438512,19015,,0.003584229,0.003584229,,2,2,558
438513,19015,,0.003584229,0.003584229,,2,2,558
438514,19015,,0.008960573,0.008960573,,5,5,558
438514,28007,,0.000204666,0.000204666,,1,1,4886
438523,19020,,0.000680272,0.000680272,,1,1,1470
438525,19020,,0.005442177,0.005442177,,8,8,1470
438525,28032,,0.000984103,0.000984103,,13,13,13210
438531,28032,,0.000302801,0.000302801,,4,4,13210
438533,28032,,0.000529902,0.000529902,,7,7,13210
438534,28032,,0.000605602,0.000605602,,8,8,13210
438535,28032,0.009182179,,0.009182179,6350,,6350,691557
438536,28032,0.003253528,0.000605602,0.003203896,2250,8,2258,704767
438537,28032,,7.57002E-05,7.57002E-05,,1,1,13210
438538,28032,,0.000757002,0.000757002,,10,10,13210
438540,28033,0.008487819,0.001376399,0.007902841,1032,15,1047,132484
438541,28033,,0.00082584,0.00082584,,9,9,10898
438542,28033,0.001636702,0.001468159,0.001622837,199,16,215,132484
438543,28033,0.000180942,0.002569279,0.000377404,22,28,50,132484
438544,28033,,0.003486878,0.003486878,,38,38,10898
438545,28033,,0.002385759,0.002385759,,26,26,10898
438546,28033,,0.002569279,0.002569279,,28,28,10898
438547,28022,,0.00019302,0.00019302,,5,5,25904
438547,28033,,0.00036704,0.00036704,,4,4,10898
438549,28022,,0.000308833,0.000308833,,8,8,25904
438550,28022,0.003708763,0.000308833,0.003546263,1914,8,1922,541979
438551,28022,0.004169937,,0.004169937,2152,,2152,516075
438552,28022,0.00152691,0.000540457,0.001479762,788,14,802,541979
438553,28022,,0.008338481,0.008338481,,216,216,25904
438554,28022,,0.002046016,0.002046016,,53,53,25904
438555,28022,,0.013279802,0.013279802,,344,344,25904
438556,28022,,0.001466955,0.001466955,,38,38,25904
438557,28022,,0.021077826,0.021077826,,546,546,25904
438558,28022,,0.015132798,0.015132798,,392,392,25904
438569,28022,,3.86041E-05,3.86041E-05,,1,1,25904
439422,10013,,0.000319846,0.000319846,,2,2,6253
439423,10013,,0.001439309,0.001439309,,9,9,6253
439424,10036,,0.001589825,0.001589825,,15,15,9435
