GRIDCODE,CVENTMUN,Promedio de LONG_CARRETERA TOTAL x MUNICIPIO x NO. DE CARRILES (m),Suma de CARRxCELLxCarril,
297436,32035,190595.24,5057.03,
297437,32035,190595.24,3910.09,
297438,32035,190595.24,1939.83,
297439,32035,190595.24,9501.72,
297440,32035,190595.24,6351.99,
297441,32035,190595.24,10790.54,
297441,32054,146101.74,755.18,
297442,32035,190595.24,246.94,
297442,32054,146101.74,172.83,
297443,32054,146101.74,4603.08,
297445,32054,146101.74,5806.80,
297449,32038,751264.37,5157.14,
297450,32038,751264.37,355.32,
297453,32038,751264.37,3468.01,
297454,32038,751264.37,16592.97,
297455,32038,751264.37,13002.13,
297456,24001,252630.33,303.17,
297456,32038,751264.37,16432.10,
297457,24001,252630.33,4353.87,
297464,24001,252630.33,16421.07,
297465,24001,252630.33,7472.52,
297465,24021,715998.78,202.21,
297466,24001,252630.33,2360.70,
297466,24021,715998.78,19780.14,
297467,24021,715998.78,8349.57,
297470,24028,774752.29,1573.19,
297471,24028,774752.29,11419.75,
297473,24028,774752.29,7579.16,
297477,24035,344218.19,2319.75,
297477,24051,421868.77,868.10,
297478,24051,421868.77,13520.85,
297479,24051,421868.77,15092.09,
297480,24051,421868.77,9408.77,
297482,24051,421868.77,7062.79,
297483,24051,421868.77,6543.65,
297484,24051,421868.77,9144.14,
297487,24004,242031.65,8158.42,
297487,24051,421868.77,358.85,
297488,24051,421868.77,484.22,
297492,24008,259519.15,12037.06,
297493,24008,259519.15,15726.78,
297493,24052,200271.63,539.70,
297494,24008,259519.15,6178.25,
297495,24008,259519.15,4282.33,
297496,24008,259519.15,3703.87,
297500,24052,200271.63,1507.99,
297501,24008,259519.15,125.28,
297501,24052,200271.63,9973.39,
297506,24010,505445.00,1427.17,
297507,24010,505445.00,1965.70,
297509,24010,505445.00,5268.70,
297516,24010,505445.00,17.68,
297517,24010,505445.00,3674.99,
297521,24010,505445.00,210.17,
297522,24010,505445.00,7091.73,
297526,24058,237637.25,1999.76,
297527,24058,237637.25,10543.92,
297528,24058,237637.25,8808.92,
297531,24013,763392.41,3294.24,
297532,24013,763392.41,4600.84,
297536,24013,763392.41,6077.34,
297543,28021,303302.36,1178.12,
297544,28021,303302.36,6219.25,
297545,28021,303302.36,5665.34,
297558,30123,400534.54,8085.97,
297577,28003,570994.48,16030.57,
297578,28003,570994.48,1544.42,
298438,14042,161170.50,1903.94,
298439,14042,161170.50,1135.36,
298439,32049,613933.39,48.08,
298444,14061,156205.91,6236.64,
298451,32031,287692.31,3178.64,
298452,32031,287692.31,2352.22,
298455,32031,287692.31,2380.39,
298463,32046,133918.00,2143.46,
298464,32046,133918.00,4359.38,
298465,32046,133918.00,689.84,
298466,32046,133918.00,5074.13,
298472,32055,531407.57,5696.52,
298474,32055,531407.57,7591.07,
298491,32008,90637.99,2712.24,
298492,32008,90637.99,7873.90,
298493,01004,132812.19,6135.06,
298494,32025,102870.20,723.50,
298495,32025,102870.20,7586.65,
298496,32025,102870.20,2906.10,
298496,32036,322157.51,4238.90,
298497,32036,322157.51,1880.32,
298501,32036,322157.51,8389.12,
298502,32035,190595.24,259.43,
298502,32036,322157.51,1158.56,
298502,32053,115053.80,1063.52,
298503,32035,190595.24,4072.16,
298505,32035,190595.24,3993.95,
298506,32035,190595.24,4562.65,
298507,32035,190595.24,8354.99,
298508,32035,190595.24,754.46,
298510,32035,190595.24,5026.56,
298510,32054,146101.74,3406.05,
298511,32054,146101.74,123.90,
298513,32054,146101.74,5801.15,
298518,32038,751264.37,6624.44,
298520,32038,751264.37,4913.32,
298521,32038,751264.37,20791.60,
298522,32038,751264.37,2420.49,
298529,24001,252630.33,405.02,
298530,24001,252630.33,6868.27,
298531,24001,252630.33,6589.41,
298532,24001,252630.33,19329.07,
298533,24001,252630.33,12335.21,
298534,24001,252630.33,4833.74,
298535,24001,252630.33,4940.74,
298535,24021,715998.78,4036.51,
298538,24028,774752.29,837.24,
298539,24028,774752.29,6247.07,
298541,24028,774752.29,5993.33,
298542,24028,774752.29,3615.09,
298547,24051,421868.77,15333.24,
298548,24051,421868.77,9883.44,
298549,24051,421868.77,10913.90,
298550,24051,421868.77,5363.16,
298552,24051,421868.77,4591.69,
298553,24051,421868.77,6168.19,
298554,24004,242031.65,2472.21,
298554,24051,421868.77,4920.25,
298555,24004,242031.65,2310.14,
298557,24008,259519.15,3045.11,
298560,24008,259519.15,10005.97,
298561,24008,259519.15,16375.11,
298562,24008,259519.15,7564.36,
298563,24008,259519.15,4199.30,
298568,24008,259519.15,1166.20,
298569,24008,259519.15,5796.15,
298577,24010,505445.00,3871.36,
298584,24010,505445.00,7878.44,
298585,24010,505445.00,2922.23,
298586,24010,505445.00,4361.54,
298589,24010,505445.00,6441.23,
298595,24058,237637.25,7498.98,
298604,24013,763392.41,3748.71,
298604,28004,118567.34,2454.23,
298611,28021,303302.36,4165.01,
298612,28021,303302.36,2413.51,
298623,30123,400534.54,967.38,
298624,30123,400534.54,7891.42,
298625,30123,400534.54,9784.28,
298626,30123,400534.54,2158.10,
298642,28003,570994.48,6442.02,
298643,28003,570994.48,2591.02,
298644,28003,570994.48,7306.46,
298645,28003,570994.48,8480.20,
299507,14042,161170.50,3062.20,
299511,14061,156205.91,5754.63,
299512,14061,156205.91,5267.33,
299518,32031,287692.31,1155.19,
299519,32031,287692.31,9476.94,
299520,32031,287692.31,4815.25,
299521,32031,287692.31,3223.90,
299532,32046,133918.00,5902.68,
299533,32046,133918.00,16162.52,
299541,32055,531407.57,373.54,
299542,32055,531407.57,10991.52,
299543,32055,531407.57,13145.77,
299555,32012,164599.60,648.23,
299556,32012,164599.60,1234.86,
299558,32008,90637.99,1047.68,
299559,32008,90637.99,8664.58,
299560,32008,90637.99,8505.46,
299561,01004,132812.19,3061.23,
299561,32008,90637.99,1030.92,
299561,32025,102870.20,2761.97,
299562,32025,102870.20,12645.30,
299568,32036,322157.51,1901.34,
299569,32036,322157.51,5332.15,
299571,32035,190595.24,1525.38,
299571,32053,115053.80,3854.53,
299574,32035,190595.24,3292.52,
299574,32053,115053.80,2799.40,
299578,24025,328737.40,2994.00,
299578,32035,190595.24,3814.15,
299578,32053,115053.80,2.26,
299578,32054,146101.74,3073.54,
299580,32054,146101.74,1521.71,
299581,32054,146101.74,3800.13,
299586,32038,751264.37,1548.99,
299587,32038,751264.37,14434.50,
299588,32038,751264.37,14247.88,
299590,32038,751264.37,20.13,
299596,24001,252630.33,6292.99,
299597,24001,252630.33,7196.59,
299598,24001,252630.33,1553.24,
299599,24001,252630.33,2916.40,
299600,24001,252630.33,11150.29,
299601,24001,252630.33,7642.83,
299603,24001,252630.33,111.14,
299603,24028,774752.29,4820.17,
299604,24028,774752.29,5899.11,
299606,24028,774752.29,3799.53,
299607,24028,774752.29,2638.07,
299610,24028,774752.29,3974.59,
299610,24051,421868.77,2578.45,
299615,24051,421868.77,107.07,
299616,24051,421868.77,19803.59,
299617,24051,421868.77,4529.55,
299625,24008,259519.15,2410.47,
299626,24008,259519.15,7179.58,
299627,24008,259519.15,7414.23,
299628,24008,259519.15,10318.57,
299629,24008,259519.15,10154.71,
299630,24008,259519.15,5309.45,
299631,24008,259519.15,9148.28,
299636,24008,259519.15,579.34,
299645,24010,505445.00,6050.18,
299650,24010,505445.00,6507.79,
299651,24010,505445.00,7540.18,
299652,24010,505445.00,163.01,
299654,24010,505445.00,21119.41,
299657,24010,505445.00,6754.14,
299663,24058,237637.25,9647.45,
299664,24058,237637.25,1974.16,
299671,28004,118567.34,5157.81,
299672,28004,118567.34,1733.45,
299679,28021,303302.36,5140.07,
299680,28021,303302.36,1794.80,
299693,28012,440149.64,277.12,
299693,30123,400534.54,200.37,
299694,28012,440149.64,7258.36,
299695,28012,440149.64,226.78,
299705,28003,570994.48,2248.51,
299707,28003,570994.48,4732.45,
299709,28003,570994.48,1613.69,
299710,28003,570994.48,15018.20,
299711,28003,570994.48,106.14,
299712,28003,570994.48,8690.23,
300575,14042,161170.50,4187.01,
300575,32049,613933.39,123.51,
300579,14061,156205.91,5836.55,
300589,32031,287692.31,6634.08,
300599,32046,133918.00,5037.33,
300600,32046,133918.00,2517.26,
300601,32046,133918.00,501.43,
300602,32046,133918.00,16053.45,
300603,32046,133918.00,5018.03,
300604,32046,133918.00,3544.86,
300609,32055,531407.57,548.31,
300610,32055,531407.57,2271.05,
300611,32055,531407.57,18562.78,
300612,32055,531407.57,2552.54,
300613,32055,531407.57,2025.51,
300622,32012,164599.60,3811.13,
300623,32012,164599.60,7071.89,
300624,32012,164599.60,6336.21,
300626,32008,90637.99,3556.00,
300627,32008,90637.99,11451.47,
300628,32008,90637.99,6161.79,
300630,32025,102870.20,7858.48,
300631,32025,102870.20,11900.27,
300631,32036,322157.51,88.05,
300632,32025,102870.20,1847.80,
300632,32036,322157.51,2285.59,
300633,32036,322157.51,2219.04,
300636,32036,322157.51,8713.48,
300638,32053,115053.80,1546.24,
300639,32053,115053.80,5211.96,
300640,32053,115053.80,4866.42,
300641,32053,115053.80,6260.72,
300642,32053,115053.80,8419.14,
300646,24025,328737.40,6356.75,
300652,32038,751264.37,2747.69,
300653,32038,751264.37,295.55,
300654,32038,751264.37,14559.96,
300655,32038,751264.37,6646.33,
300656,32038,751264.37,6896.37,
300661,32038,751264.37,1806.65,
300667,24001,252630.33,9039.09,
300672,24028,774752.29,10348.98,
300673,24028,774752.29,627.54,
300674,24028,774752.29,6368.92,
300677,24051,421868.77,3736.40,
300678,24051,421868.77,6138.63,
300684,24051,421868.77,9221.31,
300685,24051,421868.77,10317.05,
300686,24051,421868.77,2083.96,
300687,24051,421868.77,13794.03,
300688,24051,421868.77,9142.44,
300689,24051,421868.77,1085.78,
300690,24051,421868.77,1269.58,
300693,24008,259519.15,5311.04,
300694,24008,259519.15,18290.76,
300695,24008,259519.15,10435.38,
300696,24008,259519.15,2476.61,
300697,24008,259519.15,6520.61,
300698,24008,259519.15,8163.13,
300699,24008,259519.15,6279.83,
300713,24010,505445.00,3712.80,
300714,24010,505445.00,5182.40,
300715,24010,505445.00,3023.05,
300716,24010,505445.00,323.17,
300717,24010,505445.00,8189.69,
300718,24010,505445.00,1909.06,
300721,24010,505445.00,8633.57,
300722,24010,505445.00,10454.46,
300723,24010,505445.00,5517.62,
300724,24010,505445.00,9040.27,
300725,24010,505445.00,11226.20,
300726,24010,505445.00,174.76,
300727,24058,237637.25,38.46,
300731,24058,237637.25,12014.11,
300732,24058,237637.25,1877.27,
300739,28004,118567.34,6695.08,
300747,28021,303302.36,6304.07,
300763,28012,440149.64,6065.56,
300773,28003,570994.48,4341.09,
300774,28003,570994.48,4279.38,
300775,28003,570994.48,8011.64,
300776,28003,570994.48,3175.47,
300777,28003,570994.48,18493.11,
300778,28003,570994.48,8751.51,
300779,28003,570994.48,2198.93,
301643,14042,161170.50,4994.04,
301647,14061,156205.91,6930.62,
301657,32031,287692.31,6740.02,
301658,32031,287692.31,6979.83,
301665,32046,133918.00,672.39,
301666,32046,133918.00,4036.86,
301667,32046,133918.00,8161.27,
301671,32020,466184.37,3374.67,
301671,32046,133918.00,12834.13,
301677,32055,531407.57,3685.85,
301678,32055,531407.57,4340.19,
301679,32055,531407.57,6412.00,
301680,32055,531407.57,12921.95,
301685,32012,164599.60,4825.17,
301687,32012,164599.60,431.99,
301689,32012,164599.60,7930.85,
301690,32012,164599.60,12389.64,
301691,32012,164599.60,614.06,
301692,32012,164599.60,14216.62,
301693,32008,90637.99,2054.96,
301693,32012,164599.60,4500.99,
301694,32008,90637.99,4832.32,
301694,32012,164599.60,938.64,
301695,32008,90637.99,6582.00,
301696,32008,90637.99,7536.76,
301698,32036,322157.51,1405.49,
301699,32025,102870.20,6248.51,
301699,32036,322157.51,8940.84,
301702,32036,322157.51,8329.51,
301703,32016,253147.55,1604.48,
301703,32036,322157.51,4489.37,
301704,32016,253147.55,1621.39,
301704,32036,322157.51,9066.87,
301705,32036,322157.51,6059.49,
301706,32036,322157.51,2615.74,
301706,32053,115053.80,5239.67,
301710,32053,115053.80,4575.02,
301714,24025,328737.40,9074.81,
301715,24025,328737.40,2289.00,
301719,24025,328737.40,1121.29,
301721,32038,751264.37,20880.41,
301722,32038,751264.37,6596.72,
301724,32038,751264.37,1376.84,
301725,32038,751264.37,8784.36,
301729,32038,751264.37,4531.06,
301735,24001,252630.33,4214.60,
301735,24022,333259.40,2243.98,
301738,24028,774752.29,576.39,
301739,24028,774752.29,4578.03,
301740,24028,774752.29,14831.47,
301741,24028,774752.29,16614.51,
301742,24028,774752.29,8077.88,
301744,24051,421868.77,28.09,
301745,24051,421868.77,4385.07,
301746,24051,421868.77,179.03,
301753,24051,421868.77,17511.79,
301754,24051,421868.77,4060.61,
301756,24051,421868.77,5093.58,
301757,24051,421868.77,6446.91,
301758,24051,421868.77,5409.26,
301760,24008,259519.15,4531.72,
301761,24008,259519.15,4678.77,
301761,24017,811606.39,7746.19,
301766,24008,259519.15,9631.59,
301767,24008,259519.15,7114.20,
301768,24008,259519.15,1102.40,
301781,24010,505445.00,2264.30,
301782,24010,505445.00,1205.99,
301783,24010,505445.00,7805.53,
301784,24010,505445.00,12884.62,
301787,24010,505445.00,2794.72,
301788,24010,505445.00,6857.77,
301789,24010,505445.00,614.36,
301790,24010,505445.00,6964.08,
301791,24010,505445.00,1345.03,
301793,24010,505445.00,786.80,
301794,24010,505445.00,3658.83,
301794,24058,237637.25,5911.98,
301795,24058,237637.25,8995.81,
301796,24058,237637.25,9937.41,
301797,24058,237637.25,5149.60,
301798,24058,237637.25,3186.27,
301799,24058,237637.25,10751.45,
301800,24058,237637.25,261.92,
301801,28028,47333.91,7589.18,
301802,28028,47333.91,689.10,
301807,28004,118567.34,6217.72,
301815,28021,303302.36,6001.45,
301820,28021,303302.36,3722.67,
301821,28021,303302.36,6038.17,
301822,28021,303302.36,2565.85,
301830,28012,440149.64,1710.09,
301831,28012,440149.64,4316.86,
301843,28003,570994.48,13294.75,
301844,28003,570994.48,21411.92,
301845,28003,570994.48,19382.52,
301846,28003,570994.48,17705.26,
301847,28003,570994.48,8587.81,
302710,14042,161170.50,4618.60,
302711,14042,161170.50,2501.46,
302713,32049,613933.39,6234.28,
302714,32049,613933.39,6988.05,
302715,14061,156205.91,7528.98,
302715,32049,613933.39,2054.72,
302726,32031,287692.31,181.65,
302727,32031,287692.31,12271.75,
302728,32031,287692.31,1912.95,
302739,32020,466184.37,11567.98,
302740,32020,466184.37,3570.72,
302747,32055,531407.57,1136.39,
302748,32055,531407.57,3774.86,
302753,32012,164599.60,8379.40,
302754,32012,164599.60,8134.05,
302755,32012,164599.60,8775.41,
302756,32012,164599.60,6880.60,
302756,32017,363377.82,861.34,
302757,32012,164599.60,2259.60,
302758,32012,164599.60,1149.24,
302759,32012,164599.60,9965.44,
302760,32012,164599.60,824.52,
302762,32008,90637.99,1723.25,
302762,32012,164599.60,5131.96,
302764,32008,90637.99,1944.13,
302765,32008,90637.99,4574.46,
302765,32036,322157.51,1376.78,
302767,32036,322157.51,13503.08,
302768,32036,322157.51,4797.62,
302769,32036,322157.51,6012.05,
302770,32036,322157.51,2573.47,
302776,32053,115053.80,4651.92,
302777,32053,115053.80,9497.20,
302778,32053,115053.80,322.94,
302782,24025,328737.40,1528.41,
302783,24025,328737.40,6419.60,
302787,24025,328737.40,6150.40,
302788,24025,328737.40,6590.37,
302788,32038,751264.37,10221.82,
302789,32038,751264.37,3674.18,
302793,32038,751264.37,5811.90,
302794,32038,751264.37,909.00,
302803,24022,333259.40,9088.74,
302806,24028,774752.29,4672.23,
302807,24028,774752.29,12900.44,
302808,24028,774752.29,7007.99,
302809,24028,774752.29,8718.15,
302810,24028,774752.29,12750.84,
302811,24028,774752.29,6874.73,
302815,24056,155791.70,832.32,
302821,24051,421868.77,12793.74,
302825,24051,421868.77,1875.26,
302826,24008,259519.15,1348.77,
302826,24017,811606.39,1805.08,
302827,24008,259519.15,11659.91,
302827,24017,811606.39,1368.33,
302828,24008,259519.15,4771.23,
302828,24017,811606.39,8616.67,
302829,24017,811606.39,136.17,
302834,24008,259519.15,4206.53,
302834,24017,811606.39,2355.29,
302835,24008,259519.15,1389.73,
302835,24017,811606.39,136.47,
302836,24008,259519.15,5336.62,
302836,24017,811606.39,2438.27,
302837,24017,811606.39,3533.04,
302850,24010,505445.00,2342.96,
302851,24010,505445.00,6688.96,
302852,24010,505445.00,106.83,
302853,24010,505445.00,7214.08,
302854,24010,505445.00,2224.43,
302857,24010,505445.00,3147.25,
302858,24010,505445.00,6165.97,
302864,24058,237637.25,2804.75,
302865,24058,237637.25,12864.67,
302866,24058,237637.25,8133.95,
302867,24058,237637.25,8176.83,
302868,24058,237637.25,5459.08,
302868,28028,47333.91,3517.53,
302869,28028,47333.91,12765.81,
302870,28028,47333.91,5944.89,
302875,28004,118567.34,6474.46,
302882,28021,303302.36,5915.30,
302883,28021,303302.36,8198.78,
302884,28021,303302.36,6007.21,
302885,28021,303302.36,6000.09,
302886,28021,303302.36,6000.05,
302887,28021,303302.36,6043.37,
302888,28021,303302.36,2471.92,
302890,28021,303302.36,5212.45,
302891,28021,303302.36,4351.72,
302892,28021,303302.36,2413.34,
302896,28012,440149.64,5262.72,
302898,28012,440149.64,6024.57,
302908,28003,570994.48,13340.64,
302909,28003,570994.48,14711.20,
302910,28003,570994.48,12563.74,
302911,28003,570994.48,12326.89,
302912,28003,570994.48,4587.93,
302915,28003,570994.48,6179.98,
302916,28003,570994.48,9159.68,
302917,28003,570994.48,369.75,
303778,14042,161170.50,6744.41,
303779,14042,161170.50,470.86,
303780,14042,161170.50,3211.87,
303780,32049,613933.39,3903.73,
303781,32049,613933.39,3439.79,
303794,32031,287692.31,4752.73,
303795,32031,287692.31,7169.55,
303808,32020,466184.37,12084.05,
303810,32020,466184.37,5263.69,
303816,32055,531407.57,8428.66,
303817,32055,531407.57,6283.12,
303818,32055,531407.57,1952.31,
303820,32012,164599.60,4231.20,
303821,32012,164599.60,3453.42,
303823,32012,164599.60,4978.62,
303824,32012,164599.60,1781.33,
303824,32017,363377.82,1744.61,
303825,32017,363377.82,5567.86,
303826,32012,164599.60,549.96,
303826,32017,363377.82,7797.31,
303827,32012,164599.60,6971.21,
303827,32017,363377.82,4897.77,
303828,32012,164599.60,6270.32,
303829,32012,164599.60,2756.21,
303830,32012,164599.60,6518.65,
303831,32036,322157.51,6473.60,
303832,32036,322157.51,4543.94,
303833,32036,322157.51,11394.67,
303834,32036,322157.51,10547.03,
303835,32036,322157.51,8215.16,
303838,32016,253147.55,1312.51,
303839,32016,253147.55,720.03,
303840,32016,253147.55,4372.32,
303841,32016,253147.55,2609.28,
303841,32053,115053.80,1020.17,
303842,32053,115053.80,6451.43,
303843,32053,115053.80,4560.34,
303844,32053,115053.80,1805.20,
303845,32053,115053.80,5662.05,
303846,32053,115053.80,2888.10,
303851,24025,328737.40,6459.50,
303854,24025,328737.40,1964.53,
303855,24025,328737.40,16649.31,
303856,24025,328737.40,3850.66,
303857,32038,751264.37,5991.16,
303858,32038,751264.37,4708.73,
303859,32038,751264.37,1301.31,
303862,32038,751264.37,6291.05,
303871,24022,333259.40,10986.20,
303872,24022,333259.40,367.66,
303875,24028,774752.29,1545.73,
303877,24028,774752.29,5266.59,
303878,24028,774752.29,7385.83,
303879,24028,774752.29,662.38,
303880,24028,774752.29,126.06,
303880,24056,155791.70,6524.34,
303882,24056,155791.70,2183.63,
303883,24056,155791.70,4129.75,
303889,24051,421868.77,8616.42,
303890,24017,811606.39,586.33,
303890,24051,421868.77,14505.23,
303891,24017,811606.39,1679.66,
303891,24051,421868.77,1780.67,
303892,24017,811606.39,3145.23,
303892,24051,421868.77,1463.13,
303893,24008,259519.15,850.36,
303893,24017,811606.39,5725.39,
303894,24008,259519.15,168.71,
303894,24017,811606.39,12154.20,
303895,24017,811606.39,188.07,
303896,24017,811606.39,1555.63,
303902,24017,811606.39,5834.45,
303903,24017,811606.39,13960.68,
303904,24017,811606.39,10434.22,
303905,24017,811606.39,7040.32,
303906,24017,811606.39,3365.89,
303913,24010,505445.00,5596.35,
303914,24010,505445.00,728.54,
303917,24010,505445.00,3346.17,
303918,24010,505445.00,5687.28,
303924,24010,505445.00,1882.82,
303925,24010,505445.00,10517.00,
303932,24058,237637.25,2384.50,
303933,24058,237637.25,3972.40,
303934,24058,237637.25,4645.00,
303935,24058,237637.25,5008.23,
303938,28028,47333.91,2991.99,
303939,28028,47333.91,8283.71,
303940,28004,118567.34,4608.49,
303940,28028,47333.91,5551.70,
303941,28004,118567.34,7327.00,
303942,28004,118567.34,6033.66,
303943,28004,118567.34,8123.05,
303947,28021,303302.36,1294.50,
303948,28021,303302.36,6092.27,
303949,28021,303302.36,9525.27,
303950,28021,303302.36,885.08,
303958,28021,303302.36,6001.41,
303960,28021,303302.36,5165.52,
303961,28021,303302.36,112.87,
303964,28012,440149.64,4275.33,
